match_participant_1,match_participant_2,game_in_match_id,player_O,player_X,winner,moves,time_seconds,game_global_id
Qwen3 P6,Random Bot,1,Qwen3 P6,Random Bot,Qwen3 P6,7,1.1901037693023682,1635
Gemma2 P6,Random Bot,0,Random Bot,Gemma2 P6,Gemma2 P6,12,0.7025601863861084,1636
Gemma2 P6,Random Bot,1,Gemma2 P6,Random Bot,Gemma2 P6,7,0.6530530452728271,1637
Gemini2.5 Flash Thinking P8,gpt4o P10,0,gpt4o P10,Gemini2.5 Flash Thinking P8,gpt4o P10,7,3.0837745666503906,1638
Gemini2.5 Flash Thinking P8,gpt4o P10,1,Gemini2.5 Flash Thinking P8,gpt4o P10,draw,42,11.347514867782593,1639
o1 P8,o3-mini-high P6,0,o3-mini-high P6,o1 P8,o3-mini-high P6,35,9.296323776245117,1640
o1 P8,o3-mini-high P6,1,o1 P8,o3-mini-high P6,o3-mini-high P6,34,13.600216627120972,1641
Negamax2 P8,Negamax5B P6,0,Negamax2 P8,Negamax5B P6,Negamax5B P6,32,2.019176721572876,1642
Negamax2 P8,Negamax5B P6,1,Negamax5B P6,Negamax2 P8,Negamax5B P6,35,1.9391727447509766,1643
gemini-flash-2.0-thinking P6,o3 P8,0,gemini-flash-2.0-thinking P6,o3 P8,o3 P8,22,5.38948130607605,1644
gemini-flash-2.0-thinking P6,o3 P8,1,o3 P8,gemini-flash-2.0-thinking P6,gemini-flash-2.0-thinking P6,24,5.004438400268555,1645
Negamax5B P6,QwQ P6,0,Negamax5B P6,QwQ P6,QwQ P6,32,6.778611421585083,1646
Negamax5B P6,QwQ P6,1,QwQ P6,Negamax5B P6,Negamax5B P6,38,9.803868532180786,1647
Negamax P6,Negamax2 P8,0,Negamax P6,Negamax2 P8,Negamax2 P8,38,3.3843026161193848,1648
Negamax P6,Negamax2 P8,1,Negamax2 P8,Negamax P6,Negamax P6,38,3.5018084049224854,1649
gemini-pro-2.0 P8,r1 T0.25,0,r1 T0.25,gemini-pro-2.0 P8,gemini-pro-2.0 P8,12,7.606674432754517,1650
gemini-pro-2.0 P8,r1 T0.25,1,gemini-pro-2.0 P8,r1 T0.25,gemini-pro-2.0 P8,7,3.0432655811309814,1651
claude3.7-sonnet P10,o3 P6,0,claude3.7-sonnet P10,o3 P6,claude3.7-sonnet P10,11,2.497718334197998,1652
claude3.7-sonnet P10,o3 P6,1,o3 P6,claude3.7-sonnet P10,o3 P6,9,2.207195281982422,1653
Negamax4 P10,gemini-pro-2.0 P8,0,Negamax4 P10,gemini-pro-2.0 P8,draw,42,16.86249351501465,1654
Negamax4 P10,gemini-pro-2.0 P8,1,gemini-pro-2.0 P8,Negamax4 P10,gemini-pro-2.0 P8,33,32.60691499710083,1655
gemini-flash-2.0 P8,gemini-flash-2.0-thinking P6,0,gemini-flash-2.0 P8,gemini-flash-2.0-thinking P6,gemini-flash-2.0-thinking P6,24,5.382476091384888,1656
gemini-flash-2.0 P8,gemini-flash-2.0-thinking P6,1,gemini-flash-2.0-thinking P6,gemini-flash-2.0 P8,gemini-flash-2.0-thinking P6,23,4.704919338226318,1657
Negamax5 P8,Negamax5B P8,0,Negamax5 P8,Negamax5B P8,draw,42,1.5411403179168701,1658
Negamax5 P8,Negamax5B P8,1,Negamax5B P8,Negamax5 P8,draw,42,1.5166406631469727,1659
Gemini2.5 Pro P6,gemini-flash-2.0 P8,0,gemini-flash-2.0 P8,Gemini2.5 Pro P6,Gemini2.5 Pro P6,20,6.471566200256348,1660
Gemini2.5 Pro P6,gemini-flash-2.0 P8,1,Gemini2.5 Pro P6,gemini-flash-2.0 P8,Gemini2.5 Pro P6,9,3.748342752456665,1661
Gemini2.5 Pro P6,claude3.7-sonnet-thinking P6,0,claude3.7-sonnet-thinking P6,Gemini2.5 Pro P6,draw,42,8.065712451934814,1662
Gemini2.5 Pro P6,claude3.7-sonnet-thinking P6,1,Gemini2.5 Pro P6,claude3.7-sonnet-thinking P6,claude3.7-sonnet-thinking P6,40,6.19455623626709,1663
gemini-flash-2.0-thinking P6,o1 P6,0,gemini-flash-2.0-thinking P6,o1 P6,o1 P6,36,5.689004421234131,1664
gemini-flash-2.0-thinking P6,o1 P6,1,o1 P6,gemini-flash-2.0-thinking P6,o1 P6,23,6.7986109256744385,1665
o3 P8,o4-mini-high P10,0,o4-mini-high P10,o3 P8,o4-mini-high P10,11,3.335787773132324,1666
o3 P8,o4-mini-high P10,1,o3 P8,o4-mini-high P10,o4-mini-high P10,16,4.786436080932617,1667
QwQ P6,o4-mini-high P10,0,QwQ P6,o4-mini-high P10,o4-mini-high P10,38,11.90656328201294,1668
QwQ P6,o4-mini-high P10,1,o4-mini-high P10,QwQ P6,QwQ P6,32,10.145915269851685,1669
claude3.7-sonnet P10,gemini-flash-2.0-thinking P8,0,claude3.7-sonnet P10,gemini-flash-2.0-thinking P8,gemini-flash-2.0-thinking P8,26,12.894652605056763,1670
claude3.7-sonnet P10,gemini-flash-2.0-thinking P8,1,gemini-flash-2.0-thinking P8,claude3.7-sonnet P10,gemini-flash-2.0-thinking P8,7,4.2938947677612305,1671
Negamax2 P8,gpt4o P8,0,Negamax2 P8,gpt4o P8,gpt4o P8,36,10.534953117370605,1672
Negamax2 P8,gpt4o P8,1,gpt4o P8,Negamax2 P8,gpt4o P8,27,9.64485788345337,1673
Negamax4 P8,gemini-flash-2.0 P6,0,Negamax4 P8,gemini-flash-2.0 P6,Negamax4 P8,39,1.6481468677520752,1674
Negamax4 P8,gemini-flash-2.0 P6,1,gemini-flash-2.0 P6,Negamax4 P8,draw,42,3.002275228500366,1675
claude3.7-sonnet P10,gemini-flash-2.0-thinking P6,0,claude3.7-sonnet P10,gemini-flash-2.0-thinking P6,claude3.7-sonnet P10,37,7.755697965621948,1676
claude3.7-sonnet P10,gemini-flash-2.0-thinking P6,1,gemini-flash-2.0-thinking P6,claude3.7-sonnet P10,gemini-flash-2.0-thinking P6,7,1.4051275253295898,1677
o4-mini-high P8,r1 T0.5,0,r1 T0.5,o4-mini-high P8,draw,42,10.646452188491821,1678
o4-mini-high P8,r1 T0.5,1,o4-mini-high P8,r1 T0.5,o4-mini-high P8,11,2.6102359294891357,1679
Negamax4 P4 T0.25,o4-mini-high P6,0,Negamax4 P4 T0.25,o4-mini-high P6,draw,42,0.04500246047973633,1680
Negamax4 P4 T0.25,o4-mini-high P6,1,o4-mini-high P6,Negamax4 P4 T0.25,Negamax4 P4 T0.25,38,0.05250716209411621,1681
Negamax4 P8,claude3.7-sonnet P10,0,Negamax4 P8,claude3.7-sonnet P10,claude3.7-sonnet P10,32,5.595492601394653,1682
Negamax4 P8,claude3.7-sonnet P10,1,claude3.7-sonnet P10,Negamax4 P8,Negamax4 P8,18,3.9993693828582764,1683
LeChat P8,gemini-pro-2.0 P6,0,gemini-pro-2.0 P6,LeChat P8,gemini-pro-2.0 P6,7,2.0976946353912354,1684
LeChat P8,gemini-pro-2.0 P6,1,LeChat P8,gemini-pro-2.0 P6,draw,42,3.9813637733459473,1685
o3 P10,o4-mini-high P8,0,o4-mini-high P8,o3 P10,o4-mini-high P8,11,2.655747652053833,1686
o3 P10,o4-mini-high P8,1,o3 P10,o4-mini-high P8,o4-mini-high P8,16,4.198381662368774,1687
Negamax4 P8,o3-mini-high P6,0,Negamax4 P8,o3-mini-high P6,draw,42,2.5347323417663574,1688
Negamax4 P8,o3-mini-high P6,1,o3-mini-high P6,Negamax4 P8,o3-mini-high P6,35,3.9208526611328125,1689
Negamax3 P6,gemini-pro-2.0 P8,0,Negamax3 P6,gemini-pro-2.0 P8,gemini-pro-2.0 P8,22,8.779776811599731,1690
Negamax3 P6,gemini-pro-2.0 P8,1,gemini-pro-2.0 P8,Negamax3 P6,gemini-pro-2.0 P8,21,7.562183141708374,1691
Random Bot,gemini-flash-2.0-thinking P6,0,Random Bot,gemini-flash-2.0-thinking P6,gemini-flash-2.0-thinking P6,8,0.22452735900878906,1692
Random Bot,gemini-flash-2.0-thinking P6,1,gemini-flash-2.0-thinking P6,Random Bot,gemini-flash-2.0-thinking P6,11,0.7035708427429199,1693
Negamax3 P6,r1 T0.25,0,Negamax3 P6,r1 T0.25,Negamax3 P6,7,1.5631465911865234,1694
Negamax3 P6,r1 T0.25,1,r1 T0.25,Negamax3 P6,Negamax3 P6,10,2.605238199234009,1695
claude3.7-sonnet P6,gemini-pro-2.0 P6,0,claude3.7-sonnet P6,gemini-pro-2.0 P6,gemini-pro-2.0 P6,24,6.586601972579956,1696
claude3.7-sonnet P6,gemini-pro-2.0 P6,1,gemini-pro-2.0 P6,claude3.7-sonnet P6,gemini-pro-2.0 P6,7,1.1116023063659668,1697
Negamax4 P8,gemini-pro-2.0 P6,0,Negamax4 P8,gemini-pro-2.0 P6,draw,42,2.6387455463409424,1698
Negamax4 P8,gemini-pro-2.0 P6,1,gemini-pro-2.0 P6,Negamax4 P8,Negamax4 P8,34,5.578516006469727,1699
Gemini2.5 Pro P4 T0.25,o4-mini-high P8,0,Gemini2.5 Pro P4 T0.25,o4-mini-high P8,draw,42,0.765561580657959,1700
Gemini2.5 Pro P4 T0.25,o4-mini-high P8,1,o4-mini-high P8,Gemini2.5 Pro P4 T0.25,o4-mini-high P8,35,0.6535670757293701,1701
Gemini2.5 Flash Thinking P6,Negamax5B P10,0,Negamax5B P10,Gemini2.5 Flash Thinking P6,Negamax5B P10,7,1.4566338062286377,1702
Gemini2.5 Flash Thinking P6,Negamax5B P10,1,Gemini2.5 Flash Thinking P6,Negamax5B P10,Negamax5B P10,42,9.344354391098022,1703
Gemini2.5 Pro P4 T0.25,Gemini2.5 Pro P6 T0.25,0,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P4 T0.25,Gemini2.5 Pro P6 T0.25,35,3.7953438758850098,1704
Gemini2.5 Pro P4 T0.25,Gemini2.5 Pro P6 T0.25,1,Gemini2.5 Pro P4 T0.25,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P4 T0.25,33,2.834770679473877,1705
Negamax5 P8,gemini-flash-2.0-thinking P8,0,Negamax5 P8,gemini-flash-2.0-thinking P8,gemini-flash-2.0-thinking P8,38,7.970206260681152,1706
Negamax5 P8,gemini-flash-2.0-thinking P8,1,gemini-flash-2.0-thinking P8,Negamax5 P8,Negamax5 P8,38,8.373769044876099,1707
LeChat P10,gemini-flash-2.0-thinking P6,0,gemini-flash-2.0-thinking P6,LeChat P10,gemini-flash-2.0-thinking P6,19,3.5263280868530273,1708
LeChat P10,gemini-flash-2.0-thinking P6,1,LeChat P10,gemini-flash-2.0-thinking P6,gemini-flash-2.0-thinking P6,40,8.582277536392212,1709
Gemini2.5 Pro P6 T0.25,Negamax5B P8,0,Negamax5B P8,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,40,2.8747622966766357,1710
Gemini2.5 Pro P6 T0.25,Negamax5B P8,1,Gemini2.5 Pro P6 T0.25,Negamax5B P8,Gemini2.5 Pro P6 T0.25,35,3.2022948265075684,1711
Gemini2.5 Flash Thinking P8,gpt4o P8,0,gpt4o P8,Gemini2.5 Flash Thinking P8,gpt4o P8,7,2.658231258392334,1712
Gemini2.5 Flash Thinking P8,gpt4o P8,1,Gemini2.5 Flash Thinking P8,gpt4o P8,gpt4o P8,42,10.932499170303345,1713
gemini-pro-2.0 P6,o3 P8,0,gemini-pro-2.0 P6,o3 P8,gemini-pro-2.0 P6,31,8.980815649032593,1714
gemini-pro-2.0 P6,o3 P8,1,o3 P8,gemini-pro-2.0 P6,o3 P8,21,3.9108588695526123,1715
Negamax2 P6,o3 P8,0,Negamax2 P6,o3 P8,Negamax2 P6,27,5.781533241271973,1716
Negamax2 P6,o3 P8,1,o3 P8,Negamax2 P6,o3 P8,23,5.209473133087158,1717
claude3.7-sonnet P8,gpt4o P10,0,gpt4o P10,claude3.7-sonnet P8,claude3.7-sonnet P8,32,14.149268388748169,1718
claude3.7-sonnet P8,gpt4o P10,1,claude3.7-sonnet P8,gpt4o P10,gpt4o P10,16,8.455766916275024,1719
Negamax5 P8,o1 P6,0,Negamax5 P8,o1 P6,draw,42,3.840857982635498,1720
Negamax5 P8,o1 P6,1,o1 P6,Negamax5 P8,Negamax5 P8,42,4.421396017074585,1721
claude3.7-sonnet P8,o3 P10,0,claude3.7-sonnet P8,o3 P10,claude3.7-sonnet P8,15,6.256569862365723,1722
claude3.7-sonnet P8,o3 P10,1,o3 P10,claude3.7-sonnet P8,o3 P10,9,3.553321599960327,1723
claude3.7-sonnet P8,o3 P6,0,claude3.7-sonnet P8,o3 P6,claude3.7-sonnet P8,11,2.4957265853881836,1724
claude3.7-sonnet P8,o3 P6,1,o3 P6,claude3.7-sonnet P8,o3 P6,9,2.2061965465545654,1725
Gemma2 P8,o4-mini-high P10,0,Gemma2 P8,o4-mini-high P10,o4-mini-high P10,24,8.571780443191528,1726
Gemma2 P8,o4-mini-high P10,1,o4-mini-high P10,Gemma2 P8,o4-mini-high P10,17,6.675111770629883,1727
Negamax3 P6,claude3.7-sonnet P6,0,Negamax3 P6,claude3.7-sonnet P6,claude3.7-sonnet P6,22,3.3078055381774902,1728
Negamax3 P6,claude3.7-sonnet P6,1,claude3.7-sonnet P6,Negamax3 P6,claude3.7-sonnet P6,21,3.398305892944336,1729
Gemini2.5 Flash Thinking P8,gemini-flash-2.0 P8,0,gemini-flash-2.0 P8,Gemini2.5 Flash Thinking P8,gemini-flash-2.0 P8,7,2.4592227935791016,1730
Gemini2.5 Flash Thinking P8,gemini-flash-2.0 P8,1,Gemini2.5 Flash Thinking P8,gemini-flash-2.0 P8,draw,42,4.849941968917847,1731
LeChat P6,Negamax4 P4 T0.25,0,Negamax4 P4 T0.25,LeChat P6,draw,42,0.41803550720214844,1732
LeChat P6,Negamax4 P4 T0.25,1,LeChat P6,Negamax4 P4 T0.25,Negamax4 P4 T0.25,38,0.4985487461090088,1733
Negamax5B P6,o3-mini-high P6,0,Negamax5B P6,o3-mini-high P6,o3-mini-high P6,32,2.0576913356781006,1734
Negamax5B P6,o3-mini-high P6,1,o3-mini-high P6,Negamax5B P6,o3-mini-high P6,35,3.0392699241638184,1735
Default Bot,Qwen3 P6,0,Default Bot,Qwen3 P6,Qwen3 P6,10,1.2381107807159424,1736
Default Bot,Qwen3 P6,1,Qwen3 P6,Default Bot,Qwen3 P6,7,0.6515612602233887,1737
Negamax5 P10,gpt4o P6,0,Negamax5 P10,gpt4o P6,gpt4o P6,34,11.206000566482544,1738
Negamax5 P10,gpt4o P6,1,gpt4o P6,Negamax5 P10,draw,42,12.393128156661987,1739
claude3.7-sonnet P10,same.dev P6,0,claude3.7-sonnet P10,same.dev P6,claude3.7-sonnet P10,11,2.0251801013946533,1740
claude3.7-sonnet P10,same.dev P6,1,same.dev P6,claude3.7-sonnet P10,same.dev P6,23,5.323974847793579,1741
Negamax4 P4 T0.25,gpt4o P8,0,Negamax4 P4 T0.25,gpt4o P8,draw,42,9.372353076934814,1742
Negamax4 P4 T0.25,gpt4o P8,1,gpt4o P8,Negamax4 P4 T0.25,gpt4o P8,39,8.645280361175537,1743
Gemini2.5 Flash Thinking P6,claude3.7-sonnet P10,0,claude3.7-sonnet P10,Gemini2.5 Flash Thinking P6,claude3.7-sonnet P10,7,1.2241098880767822,1744
Gemini2.5 Flash Thinking P6,claude3.7-sonnet P10,1,Gemini2.5 Flash Thinking P6,claude3.7-sonnet P10,claude3.7-sonnet P10,20,3.598318576812744,1745
Gemini2.5 Flash Thinking P6,claude3.7-sonnet-thinking P8,0,claude3.7-sonnet-thinking P8,Gemini2.5 Flash Thinking P6,claude3.7-sonnet-thinking P8,7,2.4142167568206787,1746
Gemini2.5 Flash Thinking P6,claude3.7-sonnet-thinking P8,1,Gemini2.5 Flash Thinking P6,claude3.7-sonnet-thinking P8,claude3.7-sonnet-thinking P8,22,5.423480272293091,1747
Negamax5B P6,o1 P6,0,Negamax5B P6,o1 P6,Negamax5B P6,39,1.914674997329712,1748
Negamax5B P6,o1 P6,1,o1 P6,Negamax5B P6,Negamax5B P6,42,2.275700330734253,1749
Negamax4 P4 T0.25,Negamax5 P6,0,Negamax4 P4 T0.25,Negamax5 P6,draw,42,0.15951061248779297,1750
Negamax4 P4 T0.25,Negamax5 P6,1,Negamax5 P6,Negamax4 P4 T0.25,draw,42,0.15601849555969238,1751
Gemini2.5 Pro P4 T0.25,claude3.7-sonnet P8,0,claude3.7-sonnet P8,Gemini2.5 Pro P4 T0.25,Gemini2.5 Pro P4 T0.25,30,4.897950649261475,1752
Gemini2.5 Pro P4 T0.25,claude3.7-sonnet P8,1,Gemini2.5 Pro P4 T0.25,claude3.7-sonnet P8,Gemini2.5 Pro P4 T0.25,29,5.511991500854492,1753
Negamax5B P6,gemini-flash-2.0-thinking P6,0,Negamax5B P6,gemini-flash-2.0-thinking P6,Negamax5B P6,23,1.6456477642059326,1754
Negamax5B P6,gemini-flash-2.0-thinking P6,1,gemini-flash-2.0-thinking P6,Negamax5B P6,Negamax5B P6,40,1.4411256313323975,1755
Negamax4 P10,Qwen3 P6,0,Negamax4 P10,Qwen3 P6,Negamax4 P10,31,9.955903768539429,1756
Negamax4 P10,Qwen3 P6,1,Qwen3 P6,Negamax4 P10,Negamax4 P10,12,128.91533017158508,1757
Negamax4 P6,claude3.7-sonnet-thinking P8,0,Negamax4 P6,claude3.7-sonnet-thinking P8,draw,42,6.99463963508606,1758
Negamax4 P6,claude3.7-sonnet-thinking P8,1,claude3.7-sonnet-thinking P8,Negamax4 P6,claude3.7-sonnet-thinking P8,39,7.729187250137329,1759
Gemini2.5 Pro P6,Gemini2.5 Pro P6 T0.25,0,Gemini2.5 Pro P6,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6,17,4.218887567520142,1760
Gemini2.5 Pro P6,Gemini2.5 Pro P6 T0.25,1,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6,Gemini2.5 Pro P6 T0.25,23,5.994029521942139,1761
Negamax5 P10,claude3.7-sonnet-thinking P8,0,Negamax5 P10,claude3.7-sonnet-thinking P8,draw,42,9.314341306686401,1762
Negamax5 P10,claude3.7-sonnet-thinking P8,1,claude3.7-sonnet-thinking P8,Negamax5 P10,claude3.7-sonnet-thinking P8,39,13.514715433120728,1763
Negamax5B P8,r1 T0.25,0,Negamax5B P8,r1 T0.25,Negamax5B P8,19,4.929949045181274,1764
Negamax5B P8,r1 T0.25,1,r1 T0.25,Negamax5B P8,draw,42,11.350027799606323,1765
Negamax P6,r1 T0.25,0,Negamax P6,r1 T0.25,Negamax P6,7,3.497814655303955,1766
Negamax P6,r1 T0.25,1,r1 T0.25,Negamax P6,Negamax P6,10,4.523905992507935,1767
Negamax5B P6,gpt4o P8,0,Negamax5B P6,gpt4o P8,draw,42,8.178750991821289,1768
Negamax5B P6,gpt4o P8,1,gpt4o P8,Negamax5B P6,gpt4o P8,39,8.933297872543335,1769
Gemini2.5 Flash Thinking P8,Negamax3 P8,0,Negamax3 P8,Gemini2.5 Flash Thinking P8,Negamax3 P8,7,2.3107104301452637,1770
Gemini2.5 Flash Thinking P8,Negamax3 P8,1,Gemini2.5 Flash Thinking P8,Negamax3 P8,Gemini2.5 Flash Thinking P8,37,5.622502326965332,1771
LeChat P10,r1 T0.25,0,r1 T0.25,LeChat P10,LeChat P10,22,10.364949941635132,1772
LeChat P10,r1 T0.25,1,LeChat P10,r1 T0.25,LeChat P10,11,7.191643476486206,1773
Negamax4 P10,Negamax5B P10,0,Negamax4 P10,Negamax5B P10,draw,42,13.628720760345459,1774
Negamax4 P10,Negamax5B P10,1,Negamax5B P10,Negamax4 P10,draw,42,17.933122873306274,1775
Negamax5 P10,o4-mini-high P10,0,Negamax5 P10,o4-mini-high P10,Negamax5 P10,41,5.39748477935791,1776
Negamax5 P10,o4-mini-high P10,1,o4-mini-high P10,Negamax5 P10,draw,42,6.35457968711853,1777
LeChat P6,gemini-flash-2.0 P6,0,gemini-flash-2.0 P6,LeChat P6,LeChat P6,24,1.8296740055084229,1778
LeChat P6,gemini-flash-2.0 P6,1,LeChat P6,gemini-flash-2.0 P6,LeChat P6,21,1.2661144733428955,1779
LeChat P8,o3 P8,0,LeChat P8,o3 P8,LeChat P8,11,4.153865575790405,1780
LeChat P8,o3 P8,1,o3 P8,LeChat P8,LeChat P8,16,5.225475788116455,1781
Negamax P6,claude3.7-sonnet P8,0,Negamax P6,claude3.7-sonnet P8,claude3.7-sonnet P8,22,6.591591119766235,1782
Negamax P6,claude3.7-sonnet P8,1,claude3.7-sonnet P8,Negamax P6,claude3.7-sonnet P8,21,6.504089832305908,1783
Negamax5B P10,same.dev P6,0,Negamax5B P10,same.dev P6,draw,42,5.103959560394287,1784
Negamax5B P10,same.dev P6,1,same.dev P6,Negamax5B P10,draw,42,6.918124198913574,1785
Random Bot,claude3.7-sonnet P10,0,Random Bot,claude3.7-sonnet P10,claude3.7-sonnet P10,10,1.4011304378509521,1786
Random Bot,claude3.7-sonnet P10,1,claude3.7-sonnet P10,Random Bot,claude3.7-sonnet P10,7,1.05059814453125,1787
Gemini2.5 Pro P6 T0.25,gemini-pro-2.0 P8,0,gemini-pro-2.0 P8,Gemini2.5 Pro P6 T0.25,gemini-pro-2.0 P8,35,13.610236883163452,1788
Gemini2.5 Pro P6 T0.25,gemini-pro-2.0 P8,1,Gemini2.5 Pro P6 T0.25,gemini-pro-2.0 P8,gemini-pro-2.0 P8,18,8.706286191940308,1789
Gemma2 P8,r1 T0.25,0,r1 T0.25,Gemma2 P8,Gemma2 P8,10,6.153045654296875,1790
Gemma2 P8,r1 T0.25,1,Gemma2 P8,r1 T0.25,Gemma2 P8,11,7.0831475257873535,1791
gpt4o P10,o3-mini-high P6,0,gpt4o P10,o3-mini-high P6,gpt4o P10,25,10.360949277877808,1792
gpt4o P10,o3-mini-high P6,1,o3-mini-high P6,gpt4o P10,o3-mini-high P6,35,12.446118831634521,1793
Gemini2.5 Flash Thinking P8,o3 P8,0,Gemini2.5 Flash Thinking P8,o3 P8,draw,42,6.786613941192627,1794
Gemini2.5 Flash Thinking P8,o3 P8,1,o3 P8,Gemini2.5 Flash Thinking P8,o3 P8,13,3.1937828063964844,1795
Negamax4 P6,Negamax5B P8,0,Negamax4 P6,Negamax5B P8,Negamax5B P8,38,0.953582763671875,1796
Negamax4 P6,Negamax5B P8,1,Negamax5B P8,Negamax4 P6,Negamax4 P6,38,0.926088809967041,1797
Negamax5 P10,Negamax5 P8,0,Negamax5 P8,Negamax5 P10,draw,42,4.783433198928833,1798
Negamax5 P10,Negamax5 P8,1,Negamax5 P10,Negamax5 P8,draw,42,4.534910202026367,1799
Negamax5 P6,gemini-flash-2.0 P8,0,Negamax5 P6,gemini-flash-2.0 P8,Negamax5 P6,19,3.388313055038452,1800
Negamax5 P6,gemini-flash-2.0 P8,1,gemini-flash-2.0 P8,Negamax5 P6,draw,42,4.039360523223877,1801
LeChat P10,gemini-pro-2.0 P6,0,gemini-pro-2.0 P6,LeChat P10,gemini-pro-2.0 P6,7,2.758739471435547,1802
LeChat P10,gemini-pro-2.0 P6,1,LeChat P10,gemini-pro-2.0 P6,draw,42,8.31675910949707,1803
o4-mini-high P12,o4-mini-high P8,0,o4-mini-high P8,o4-mini-high P12,draw,42,4.114875078201294,1804
o4-mini-high P12,o4-mini-high P8,1,o4-mini-high P12,o4-mini-high P8,draw,42,5.5209925174713135,1805
o3 P8,r1 T0.25,0,r1 T0.25,o3 P8,o3 P8,16,6.565601348876953,1806
o3 P8,r1 T0.25,1,o3 P8,r1 T0.25,o3 P8,9,3.5048110485076904,1807
Negamax4 P6,o3 P10,0,Negamax4 P6,o3 P10,Negamax4 P6,17,2.684748888015747,1808
Negamax4 P6,o3 P10,1,o3 P10,Negamax4 P6,Negamax4 P6,16,4.161864519119263,1809
claude3.7-sonnet P6,o3 P8,0,claude3.7-sonnet P6,o3 P8,claude3.7-sonnet P6,15,5.394490003585815,1810
claude3.7-sonnet P6,o3 P8,1,o3 P8,claude3.7-sonnet P6,o3 P8,9,3.0372672080993652,1811
Negamax P6,o1 P8,0,Negamax P6,o1 P8,o1 P8,34,18.967721462249756,1812
Negamax P6,o1 P8,1,o1 P8,Negamax P6,o1 P8,25,13.714730024337769,1813
LeChat P6,Negamax2 P8,0,Negamax2 P8,LeChat P6,draw,42,4.139868259429932,1814
LeChat P6,Negamax2 P8,1,LeChat P6,Negamax2 P8,LeChat P6,29,3.2322840690612793,1815
Negamax5 P10,Negamax5B P10,0,Negamax5 P10,Negamax5B P10,draw,42,6.884128093719482,1816
Negamax5 P10,Negamax5B P10,1,Negamax5B P10,Negamax5 P10,draw,42,6.824604511260986,1817
LeChat P8,Negamax5B P8,0,Negamax5B P8,LeChat P8,draw,42,2.8947579860687256,1818
LeChat P8,Negamax5B P8,1,LeChat P8,Negamax5B P8,draw,42,3.7683348655700684,1819
gemini-flash-2.0 P6,o4-mini-high P12,0,gemini-flash-2.0 P6,o4-mini-high P12,draw,42,9.011811256408691,1820
gemini-flash-2.0 P6,o4-mini-high P12,1,o4-mini-high P12,gemini-flash-2.0 P6,o4-mini-high P12,39,7.679185152053833,1821
Qwen3 P6,claude3.7-sonnet P8,0,claude3.7-sonnet P8,Qwen3 P6,claude3.7-sonnet P8,15,4.800426483154297,1822
Qwen3 P6,claude3.7-sonnet P8,1,Qwen3 P6,claude3.7-sonnet P8,claude3.7-sonnet P8,16,2.690742254257202,1823
claude3.7-sonnet-thinking P8,r1 T0.5,0,claude3.7-sonnet-thinking P8,r1 T0.5,claude3.7-sonnet-thinking P8,9,4.268893480300903,1824
claude3.7-sonnet-thinking P8,r1 T0.5,1,r1 T0.5,claude3.7-sonnet-thinking P8,claude3.7-sonnet-thinking P8,20,9.518348932266235,1825
gpt4o P10,r1 T0.25,0,gpt4o P10,r1 T0.25,gpt4o P10,11,6.509082078933716,1826
gpt4o P10,r1 T0.25,1,r1 T0.25,gpt4o P10,gpt4o P10,22,14.453296899795532,1827
Default Bot,Negamax5 P6,0,Negamax5 P6,Default Bot,Negamax5 P6,7,0.09550857543945312,1828
Default Bot,Negamax5 P6,1,Default Bot,Negamax5 P6,Negamax5 P6,10,0.13151049613952637,1829
Gemini2.5 Pro P6 T0.25,Negamax3 P6,0,Negamax3 P6,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,34,3.0957741737365723,1830
Gemini2.5 Pro P6 T0.25,Negamax3 P6,1,Gemini2.5 Pro P6 T0.25,Negamax3 P6,Gemini2.5 Pro P6 T0.25,21,3.0142669677734375,1831
Negamax5B P6,r1 T0.5,0,Negamax5B P6,r1 T0.5,Negamax5B P6,19,4.606418609619141,1832
Negamax5B P6,r1 T0.5,1,r1 T0.5,Negamax5B P6,Negamax5B P6,28,7.1656413078308105,1833
claude3.7-sonnet-thinking P8,same.dev P6,0,claude3.7-sonnet-thinking P8,same.dev P6,claude3.7-sonnet-thinking P8,9,2.2657055854797363,1834
claude3.7-sonnet-thinking P8,same.dev P6,1,same.dev P6,claude3.7-sonnet-thinking P8,draw,42,10.00689435005188,1835
claude3.7-sonnet P6,claude3.7-sonnet-thinking P8,0,claude3.7-sonnet P6,claude3.7-sonnet-thinking P8,claude3.7-sonnet-thinking P8,38,12.37411904335022,1836
claude3.7-sonnet P6,claude3.7-sonnet-thinking P8,1,claude3.7-sonnet-thinking P8,claude3.7-sonnet P6,claude3.7-sonnet-thinking P8,9,3.320797920227051,1837
Negamax5 P8,gpt4o P8,0,Negamax5 P8,gpt4o P8,draw,42,8.769798994064331,1838
Negamax5 P8,gpt4o P8,1,gpt4o P8,Negamax5 P8,gpt4o P8,39,9.341332912445068,1839
Gemini2.5 Pro P6,LeChat P8,0,LeChat P8,Gemini2.5 Pro P6,Gemini2.5 Pro P6,38,4.711426496505737,1840
