bot1,bot2,bot1_wins,bot2_wins,draws,total_games_in_match,total_moves,total_time,bot1_type,bot2_type
Gemini2.5 Pro P4 T0.25,Negamax3 P8,2,0,0,2,43,23.923632383346558,Gemini2.5 Pro,Negamax3
Gemini2.5 Pro P6 T0.25,r1 T0.25,2,0,0,2,27,9.126304864883423,Gemini2.5 Pro,r1
Gemini2.5 Flash Thinking P6,o4-mini-high P6,0,2,0,2,33,0.633054256439209,Gemini2.5 Flash Thinking,o4-mini-high
Negamax P6,o3 P10,1,1,0,2,66,22.07246994972229,Negamax,o3
Gemini2.5 Flash Thinking P8,Negamax3 P6,0,2,0,2,31,2.3067023754119873,Gemini2.5 Flash Thinking,Negamax3
claude3.7-sonnet P8,gemini-flash-2.0-thinking P8,0,2,0,2,35,17.022019863128662,claude3.7-sonnet,gemini-flash-2.0-thinking
Negamax P6,gemini-flash-2.0 P6,2,0,0,2,35,7.907196760177612,Negamax,gemini-flash-2.0
LeChat P8,Negamax4 P4 T0.25,0,1,1,2,72,4.181374788284302,LeChat,Negamax4
gemini-pro-2.0 P8,o3 P8,2,0,0,2,59,29.49312925338745,gemini-pro-2.0,o3
Gemini2.5 Pro P6 T0.25,Negamax5 P10,1,0,1,2,77,15.2483549118042,Gemini2.5 Pro,Negamax5
Gemma2 P6,claude3.7-sonnet P8,0,2,0,2,31,5.500997066497803,Gemma2,claude3.7-sonnet
LeChat P6,QwQ P6,1,1,0,2,70,14.808320760726929,LeChat,QwQ
Negamax5 P10,claude3.7-sonnet P10,2,0,0,2,53,14.306270360946655,Negamax5,claude3.7-sonnet
Negamax5 P10,Random Bot,2,0,0,2,15,3.319798707962036,Negamax5,RandomBot
gpt4o P10,r1 T0.5,2,0,0,2,33,22.663013696670532,gpt4o,r1
Gemini2.5 Flash Thinking P8,gemini-flash-2.0 P6,1,1,0,2,40,3.165283679962158,Gemini2.5 Flash Thinking,gemini-flash-2.0
QwQ P6,o4-mini-high P12,1,1,0,2,70,30.10619068145752,QwQ,o4-mini-high
Negamax5B P6,gpt4o P6,0,1,1,2,81,17.560062170028687,Negamax5B,gpt4o
Gemini2.5 Flash Thinking P8,claude3.7-sonnet-thinking P6,0,2,0,2,31,4.99445366859436,Gemini2.5 Flash Thinking,claude3.7-sonnet-thinking
QwQ P6,same.dev P6,1,1,0,2,46,19.268220901489258,QwQ,same.dev
Negamax5 P6,o4-mini-high P6,0,0,2,2,84,0.34203600883483887,Negamax5,o4-mini-high
Gemini2.5 Flash Thinking P6,Negamax5B P6,0,2,0,2,33,0.7765648365020752,Gemini2.5 Flash Thinking,Negamax5B
gemini-flash-2.0-thinking P8,r1 T0.25,2,0,0,2,41,23.752121925354004,gemini-flash-2.0-thinking,r1
Negamax4 P4 T0.25,o4-mini-high P8,1,0,1,2,80,0.4955427646636963,Negamax4,o4-mini-high
Qwen3 P6,gpt4o P10,0,2,0,2,43,24.092143058776855,Qwen3,gpt4o
claude3.7-sonnet P6,o1 P8,0,2,0,2,39,22.37899398803711,claude3.7-sonnet,o1
claude3.7-sonnet P10,gpt4o P8,1,0,1,2,74,28.180516004562378,claude3.7-sonnet,gpt4o
Negamax5B P6,claude3.7-sonnet-thinking P8,0,1,1,2,77,14.080754041671753,Negamax5B,claude3.7-sonnet-thinking
Negamax5B P8,claude3.7-sonnet P10,1,1,0,2,74,11.495523929595947,Negamax5B,claude3.7-sonnet
Gemini2.5 Pro P6,o3 P8,2,0,0,2,39,15.674386739730835,Gemini2.5 Pro,o3
o1 P6,o1 P8,0,1,1,2,77,53.66628336906433,o1,o1
Negamax5 P6,claude3.7-sonnet P10,0,1,1,2,74,10.413926362991333,Negamax5,claude3.7-sonnet
Gemini2.5 Pro P4 T0.25,Negamax5 P6,0,2,0,2,71,1.7471575736999512,Gemini2.5 Pro,Negamax5
claude3.7-sonnet-thinking P6,o3 P10,2,0,0,2,69,22.789024114608765,claude3.7-sonnet-thinking,o3
Qwen3 P6,gemini-flash-2.0-thinking P6,0,2,0,2,49,6.935107231140137,Qwen3,gemini-flash-2.0-thinking
LeChat P8,o3-mini-high P6,1,1,0,2,58,10.808463335037231,LeChat,o3-mini-high
Negamax4 P10,o3 P8,2,0,0,2,31,34.053032636642456,Negamax4,o3
Gemma2 P6,Negamax3 P8,0,2,0,2,67,15.91891884803772,Gemma2,Negamax3
Gemma2 P8,gemini-flash-2.0 P8,2,0,0,2,21,11.05897331237793,Gemma2,gemini-flash-2.0
Gemini2.5 Pro P6,r1 T0.25,2,0,0,2,23,9.465340852737427,Gemini2.5 Pro,r1
gemini-flash-2.0-thinking P6,gemini-flash-2.0-thinking P8,1,1,0,2,72,33.06444263458252,gemini-flash-2.0-thinking,gemini-flash-2.0-thinking
Gemini2.5 Pro P6,Negamax5 P6,1,1,0,2,76,6.697092056274414,Gemini2.5 Pro,Negamax5
LeChat P8,o4-mini-high P12,0,1,1,2,76,17.880090475082397,LeChat,o4-mini-high
Negamax5B P6,claude3.7-sonnet P6,0,1,1,2,78,9.972369909286499,Negamax5B,claude3.7-sonnet
LeChat P10,Negamax5 P10,0,0,2,2,84,20.32330060005188,LeChat,Negamax5
Negamax4 P4 T0.25,gemini-flash-2.0-thinking P6,1,0,1,2,65,2.719733715057373,Negamax4,gemini-flash-2.0-thinking
Gemini2.5 Pro P6,o3 P10,2,0,0,2,57,20.781842470169067,Gemini2.5 Pro,o3
LeChat P8,Negamax5B P10,0,0,2,2,84,12.937143802642822,LeChat,Negamax5B
Negamax2 P6,Negamax4 P6,0,2,0,2,67,0.7740681171417236,Negamax2,Negamax4
LeChat P6,claude3.7-sonnet-thinking P6,2,0,0,2,83,7.188632488250732,LeChat,claude3.7-sonnet-thinking
claude3.7-sonnet P8,o4-mini-high P6,1,0,1,2,74,10.256401300430298,claude3.7-sonnet,o4-mini-high
Default Bot,claude3.7-sonnet P8,0,2,0,2,29,4.954433441162109,DefaultBot,claude3.7-sonnet
Gemma2 P6,Negamax5 P8,0,2,0,2,63,5.657994031906128,Gemma2,Negamax5
o3-mini-high P6,r1 T0.5,2,0,0,2,27,13.070648431777954,o3-mini-high,r1
Negamax5 P10,o1 P8,1,1,0,2,62,45.99408507347107,Negamax5,o1
gemini-flash-2.0-thinking P6,o4-mini-high P8,1,1,0,2,76,3.8033318519592285,gemini-flash-2.0-thinking,o4-mini-high
Negamax P6,claude3.7-sonnet P6,0,2,0,2,43,11.545507192611694,Negamax,claude3.7-sonnet
gpt4o P8,o3 P6,2,0,0,2,37,18.93815851211548,gpt4o,o3
Negamax5 P6,o3 P6,2,0,0,2,43,3.8838398456573486,Negamax5,o3
LeChat P10,o4-mini-high P12,0,1,1,2,79,23.723591804504395,LeChat,o4-mini-high
gemini-flash-2.0 P6,o3 P6,0,2,0,2,23,3.774329900741577,gemini-flash-2.0,o3
gemini-flash-2.0 P6,gemini-flash-2.0-thinking P8,1,1,0,2,40,19.068166971206665,gemini-flash-2.0,gemini-flash-2.0-thinking
LeChat P6,o1 P6,2,0,0,2,75,7.817678213119507,LeChat,o1
LeChat P10,o3 P6,2,0,0,2,45,17.27650499343872,LeChat,o3
Negamax3 P6,gpt4o P6,0,2,0,2,61,17.034485340118408,Negamax3,gpt4o
LeChat P6,LeChat P8,1,0,1,2,76,4.935923099517822,LeChat,LeChat
Gemini2.5 Pro P6,gemini-flash-2.0 P6,2,0,0,2,27,4.669905185699463,Gemini2.5 Pro,gemini-flash-2.0
Default Bot,Negamax5 P10,0,2,0,2,17,3.9183430671691895,DefaultBot,Negamax5
Negamax5B P8,o1 P6,1,0,1,2,84,8.26770806312561,Negamax5B,o1
Negamax5B P10,gemini-pro-2.0 P6,1,0,1,2,78,15.847879648208618,Negamax5B,gemini-pro-2.0
Negamax5 P10,r1 T0.25,2,0,0,2,41,17.27300477027893,Negamax5,r1
Default Bot,o1 P6,0,2,0,2,19,2.510719060897827,DefaultBot,o1
claude3.7-sonnet P6,o4-mini-high P12,1,1,0,2,68,22.300445318222046,claude3.7-sonnet,o4-mini-high
Gemma2 P8,r1 T0.5,2,0,0,2,21,13.197146654129028,Gemma2,r1
Negamax5 P8,o3 P10,2,0,0,2,37,10.028865575790405,Negamax5,o3
claude3.7-sonnet-thinking P6,o4-mini-high P6,0,2,0,2,83,6.555063009262085,claude3.7-sonnet-thinking,o4-mini-high
Negamax3 P6,gemini-flash-2.0-thinking P8,0,2,0,2,61,24.925178289413452,Negamax3,gemini-flash-2.0-thinking
Negamax4 P10,claude3.7-sonnet P10,1,1,0,2,74,34.267512798309326,Negamax4,claude3.7-sonnet
Gemini2.5 Flash Thinking P8,o1 P8,0,2,0,2,47,38.17035508155823,Gemini2.5 Flash Thinking,o1
Negamax4 P6,o3 P8,2,0,0,2,33,5.922518014907837,Negamax4,o3
QwQ P6,claude3.7-sonnet P8,1,1,0,2,42,17.50001883506775,QwQ,claude3.7-sonnet
LeChat P10,LeChat P8,0,0,2,2,84,15.655863285064697,LeChat,LeChat
Negamax3 P6,o4-mini-high P8,0,2,0,2,53,0.9075796604156494,Negamax3,o4-mini-high
Negamax P6,same.dev P6,2,0,0,2,17,3.9593489170074463,Negamax,same.dev
Negamax3 P6,gpt4o P10,0,2,0,2,43,16.161407947540283,Negamax3,gpt4o
Gemma2 P8,Negamax P6,1,1,0,2,58,28.298460721969604,Gemma2,Negamax
Default Bot,o3 P8,1,1,0,2,24,4.492894649505615,DefaultBot,o3
Negamax5B P8,QwQ P6,0,2,0,2,77,19.923229217529297,Negamax5B,QwQ
Gemini2.5 Flash Thinking P8,claude3.7-sonnet P8,0,2,0,2,43,8.443241357803345,Gemini2.5 Flash Thinking,claude3.7-sonnet
gemini-flash-2.0 P6,o3 P10,0,2,0,2,29,7.917189359664917,gemini-flash-2.0,o3
LeChat P10,Negamax4 P10,0,0,2,2,84,41.42063617706299,LeChat,Negamax4
Negamax5 P6,Qwen3 P6,2,0,0,2,39,4.082351922988892,Negamax5,Qwen3
Default Bot,Negamax5B P8,0,2,0,2,17,1.8561606407165527,DefaultBot,Negamax5B
Negamax2 P8,o4-mini-high P6,0,2,0,2,55,4.586402654647827,Negamax2,o4-mini-high
Negamax2 P6,gemini-flash-2.0-thinking P6,0,2,0,2,55,6.593578338623047,Negamax2,gemini-flash-2.0-thinking
Gemini2.5 Flash Thinking P8,gemini-flash-2.0-thinking P8,1,1,0,2,44,23.62205410003662,Gemini2.5 Flash Thinking,gemini-flash-2.0-thinking
Gemini2.5 Flash Thinking P8,Negamax5B P10,1,1,0,2,46,7.526158094406128,Gemini2.5 Flash Thinking,Negamax5B
Default Bot,o4-mini-high P10,0,2,0,2,17,1.2161059379577637,DefaultBot,o4-mini-high
Negamax5 P10,gemini-pro-2.0 P8,2,0,0,2,69,27.15486168861389,Negamax5,gemini-pro-2.0
gemini-pro-2.0 P8,o3-mini-high P6,2,0,0,2,81,22.268445253372192,gemini-pro-2.0,o3-mini-high
o3-mini-high P6,o4-mini-high P12,1,1,0,2,64,14.783294916152954,o3-mini-high,o4-mini-high
Qwen3 P6,r1 T0.5,2,0,0,2,29,10.327410459518433,Qwen3,r1
claude3.7-sonnet P8,gemini-pro-2.0 P8,1,1,0,2,40,19.098169326782227,claude3.7-sonnet,gemini-pro-2.0
LeChat P8,o4-mini-high P8,0,1,1,2,76,4.5494065284729,LeChat,o4-mini-high
Gemma2 P8,Negamax5B P6,0,2,0,2,59,10.05639100074768,Gemma2,Negamax5B
Random Bot,claude3.7-sonnet-thinking P8,0,2,0,2,25,8.253731727600098,RandomBot,claude3.7-sonnet-thinking
Negamax3 P8,o4-mini-high P6,0,2,0,2,55,3.733835458755493,Negamax3,o4-mini-high
Gemini2.5 Pro P6 T0.25,gemini-flash-2.0-thinking P8,0,2,0,2,73,28.818028926849365,Gemini2.5 Pro,gemini-flash-2.0-thinking
Gemini2.5 Pro P6,Negamax4 P4 T0.25,2,0,0,2,59,5.848519563674927,Gemini2.5 Pro,Negamax4
QwQ P6,gemini-flash-2.0-thinking P8,2,0,0,2,55,28.323980808258057,QwQ,gemini-flash-2.0-thinking
Negamax2 P6,Negamax5 P8,0,2,0,2,57,2.71224308013916,Negamax2,Negamax5
Negamax5B P10,Negamax5B P8,0,0,2,2,84,10.46443247795105,Negamax5B,Negamax5B
Negamax5 P8,gemini-flash-2.0 P8,1,0,1,2,61,8.869288682937622,Negamax5,gemini-flash-2.0
Negamax5 P6,Negamax5 P8,0,1,1,2,80,2.0021746158599854,Negamax5,Negamax5
Negamax2 P6,gemini-flash-2.0 P6,2,0,0,2,35,3.6053171157836914,Negamax2,gemini-flash-2.0
Gemma2 P6,Negamax2 P8,0,2,0,2,51,18.625640630722046,Gemma2,Negamax2
Negamax P6,o3 P6,2,0,0,2,49,13.057154178619385,Negamax,o3
Gemini2.5 Pro P6 T0.25,o3 P10,2,0,0,2,57,19.47271156311035,Gemini2.5 Pro,o3
Negamax4 P8,r1 T0.25,2,0,0,2,41,12.967646360397339,Negamax4,r1
gemini-flash-2.0-thinking P6,gpt4o P6,0,2,0,2,49,15.82790493965149,gemini-flash-2.0-thinking,gpt4o
o1 P6,o4-mini-high P8,0,2,0,2,75,3.9578447341918945,o1,o4-mini-high
Gemini2.5 Flash Thinking P6,o3 P8,1,1,0,2,44,9.666356325149536,Gemini2.5 Flash Thinking,o3
LeChat P10,o4-mini-high P6,0,0,2,2,84,11.796540021896362,LeChat,o4-mini-high
gemini-pro-2.0 P6,gpt4o P10,1,1,0,2,72,24.633169889450073,gemini-pro-2.0,gpt4o
Gemini2.5 Pro P6 T0.25,o4-mini-high P10,0,2,0,2,53,7.381654739379883,Gemini2.5 Pro,o4-mini-high
Gemma2 P6,Negamax4 P8,0,2,0,2,51,15.091842412948608,Gemma2,Negamax4
Negamax2 P6,o3 P6,2,0,0,2,49,5.7180070877075195,Negamax2,o3
gpt4o P10,o1 P6,2,0,0,2,79,27.566431522369385,gpt4o,o1
Gemini2.5 Flash Thinking P6,Negamax5B P8,0,2,0,2,31,2.3652143478393555,Gemini2.5 Flash Thinking,Negamax5B
Gemma2 P8,gemini-flash-2.0-thinking P6,0,2,0,2,19,10.892460823059082,Gemma2,gemini-flash-2.0-thinking
Qwen3 P6,o4-mini-high P10,0,2,0,2,29,6.51507568359375,Qwen3,o4-mini-high
Gemini2.5 Flash Thinking P8,Negamax5B P8,0,1,1,2,49,2.8727540969848633,Gemini2.5 Flash Thinking,Negamax5B
Negamax4 P10,o4-mini-high P8,0,0,2,2,84,22.810018301010132,Negamax4,o4-mini-high
LeChat P8,Negamax P6,1,1,0,2,32,9.794867992401123,LeChat,Negamax
LeChat P10,gemini-flash-2.0 P8,2,0,0,2,33,15.853909015655518,LeChat,gemini-flash-2.0
LeChat P8,o1 P8,0,1,1,2,49,21.070369958877563,LeChat,o1
o1 P6,o4-mini-high P12,0,2,0,2,61,15.624382019042969,o1,o4-mini-high
Negamax3 P8,claude3.7-sonnet-thinking P8,0,2,0,2,37,18.15761375427246,Negamax3,claude3.7-sonnet-thinking
LeChat P10,QwQ P6,0,2,0,2,47,19.42422914505005,LeChat,QwQ
Negamax5B P10,gemini-pro-2.0 P8,1,1,0,2,72,28.934559106826782,Negamax5B,gemini-pro-2.0
Negamax4 P4 T0.25,gemini-flash-2.0 P8,1,0,1,2,61,6.955109596252441,Negamax4,gemini-flash-2.0
Gemma2 P8,gemini-flash-2.0-thinking P8,0,2,0,2,29,34.20401048660278,Gemma2,gemini-flash-2.0-thinking
o1 P6,o3 P8,2,0,0,2,43,10.837952375411987,o1,o3
Negamax2 P6,Negamax2 P8,1,1,0,2,76,1.8511579036712646,Negamax2,Negamax2
Negamax3 P6,Negamax5B P8,0,2,0,2,57,2.760734796524048,Negamax3,Negamax5B
Negamax5 P8,claude3.7-sonnet P8,1,1,0,2,72,11.760040044784546,Negamax5,claude3.7-sonnet
Negamax P6,QwQ P6,0,2,0,2,41,19.889260053634644,Negamax,QwQ
Random Bot,o3 P6,0,2,0,2,29,2.551229953765869,RandomBot,o3
Negamax4 P10,Random Bot,2,0,0,2,15,9.033795595169067,Negamax4,RandomBot
Gemini2.5 Flash Thinking P6,Negamax4 P4 T0.25,0,2,0,2,33,0.6030538082122803,Gemini2.5 Flash Thinking,Negamax4
o1 P8,o3 P10,2,0,0,2,53,54.71631217002869,o1,o3
QwQ P6,claude3.7-sonnet-thinking P8,1,1,0,2,68,33.76647973060608,QwQ,claude3.7-sonnet-thinking
o3 P6,r1 T0.5,1,1,0,2,24,8.054707765579224,o3,r1
Negamax2 P6,Negamax4 P8,0,2,0,2,53,5.936532020568848,Negamax2,Negamax4
Negamax3 P8,o1 P8,0,2,0,2,59,34.027005434036255,Negamax3,o1
claude3.7-sonnet P6,claude3.7-sonnet P8,1,1,0,2,36,11.26949667930603,claude3.7-sonnet,claude3.7-sonnet
Negamax5 P10,gemini-flash-2.0-thinking P6,2,0,0,2,57,16.024413347244263,Negamax5,gemini-flash-2.0-thinking
Default Bot,Random Bot,1,1,0,2,20,0.0,DefaultBot,RandomBot
Negamax4 P4 T0.25,Qwen3 P6,2,0,0,2,29,3.5063107013702393,Negamax4,Qwen3
QwQ P6,r1 T0.5,2,0,0,2,27,17.36602783203125,QwQ,r1
Negamax5B P10,r1 T0.25,2,0,0,2,41,17.22451901435852,Negamax5B,r1
Negamax4 P8,gemini-flash-2.0 P8,2,0,0,2,51,9.666353225708008,Negamax4,gemini-flash-2.0
Qwen3 P6,o4-mini-high P8,0,2,0,2,29,2.953754186630249,Qwen3,o4-mini-high
Random Bot,o3 P10,0,2,0,2,19,4.1653666496276855,RandomBot,o3
LeChat P6,o4-mini-high P12,0,0,2,2,84,11.874038696289062,LeChat,o4-mini-high
o4-mini-high P6,r1 T0.25,1,0,1,2,53,13.05314588546753,o4-mini-high,r1
Gemini2.5 Pro P4 T0.25,gpt4o P8,0,1,1,2,77,21.417890310287476,Gemini2.5 Pro,gpt4o
Negamax4 P6,gpt4o P8,0,1,1,2,81,17.48004174232483,Negamax4,gpt4o
Gemini2.5 Flash Thinking P8,gpt4o P6,0,2,0,2,49,13.888219594955444,Gemini2.5 Flash Thinking,gpt4o
Negamax5B P6,gemini-flash-2.0 P8,2,0,0,2,51,7.880194664001465,Negamax5B,gemini-flash-2.0
Gemini2.5 Pro P4 T0.25,gemini-pro-2.0 P8,1,1,0,2,76,20.979339361190796,Gemini2.5 Pro,gemini-pro-2.0
LeChat P8,same.dev P6,1,1,0,2,62,8.95978856086731,LeChat,same.dev
Random Bot,o3 P8,0,2,0,2,27,4.405388116836548,RandomBot,o3
Negamax5 P10,o3-mini-high P6,0,2,0,2,67,12.540597438812256,Negamax5,o3-mini-high
claude3.7-sonnet-thinking P8,o3 P10,2,0,0,2,55,27.39841341972351,claude3.7-sonnet-thinking,o3
Negamax4 P4 T0.25,o3-mini-high P6,1,1,0,2,64,4.783417463302612,Negamax4,o3-mini-high
Negamax P6,Negamax5B P8,0,2,0,2,57,9.184803485870361,Negamax,Negamax5B
Gemini2.5 Pro P6,claude3.7-sonnet P8,2,0,0,2,45,13.239153623580933,Gemini2.5 Pro,claude3.7-sonnet
Gemma2 P6,Negamax4 P4 T0.25,0,2,0,2,37,1.738647222518921,Gemma2,Negamax4
Gemini2.5 Pro P6 T0.25,claude3.7-sonnet-thinking P8,0,1,1,2,78,18.82064914703369,Gemini2.5 Pro,claude3.7-sonnet-thinking
Negamax4 P6,o4-mini-high P6,1,0,1,2,80,0.32552552223205566,Negamax4,o4-mini-high
claude3.7-sonnet P6,gemini-pro-2.0 P8,0,2,0,2,47,18.983664512634277,claude3.7-sonnet,gemini-pro-2.0
Negamax5B P10,claude3.7-sonnet-thinking P6,1,1,0,2,76,18.619629859924316,Negamax5B,claude3.7-sonnet-thinking
Gemma2 P8,Random Bot,2,0,0,2,15,10.292396068572998,Gemma2,RandomBot
claude3.7-sonnet P10,gpt4o P10,1,1,0,2,48,22.744490146636963,claude3.7-sonnet,gpt4o
gemini-pro-2.0 P6,same.dev P6,1,1,0,2,42,4.66239595413208,gemini-pro-2.0,same.dev
Negamax4 P6,o3 P6,2,0,0,2,37,4.28386926651001,Negamax4,o3
LeChat P10,Random Bot,2,0,0,2,15,5.305958271026611,LeChat,RandomBot
claude3.7-sonnet P6,gemini-flash-2.0-thinking P6,1,1,0,2,44,9.156792402267456,claude3.7-sonnet,gemini-flash-2.0-thinking
Negamax5 P6,gemini-flash-2.0-thinking P6,2,0,0,2,63,3.8988397121429443,Negamax5,gemini-flash-2.0-thinking
Negamax5B P8,gemini-flash-2.0-thinking P6,1,1,0,2,78,4.44189190864563,Negamax5B,gemini-flash-2.0-thinking
Gemini2.5 Pro P6,o4-mini-high P12,0,1,1,2,67,16.969479084014893,Gemini2.5 Pro,o4-mini-high
Gemini2.5 Flash Thinking P6,r1 T0.5,0,2,0,2,55,14.664782285690308,Gemini2.5 Flash Thinking,r1
Negamax4 P6,claude3.7-sonnet-thinking P6,2,0,0,2,83,6.3680524826049805,Negamax4,claude3.7-sonnet-thinking
Negamax5B P8,o3 P8,2,0,0,2,37,9.359817266464233,Negamax5B,o3
Negamax5 P6,claude3.7-sonnet-thinking P6,1,1,0,2,80,7.451158046722412,Negamax5,claude3.7-sonnet-thinking
gemini-flash-2.0-thinking P8,gemini-pro-2.0 P6,1,1,0,2,74,31.37476134300232,gemini-flash-2.0-thinking,gemini-pro-2.0
o3 P10,o4-mini-high P12,0,2,0,2,27,15.99240493774414,o3,o4-mini-high
Negamax5 P8,Negamax5B P6,1,0,1,2,80,2.051189661026001,Negamax5,Negamax5B
QwQ P6,o3-mini-high P6,1,1,0,2,74,33.70047092437744,QwQ,o3-mini-high
o3 P8,o4-mini-high P12,0,2,0,2,27,19.171189308166504,o3,o4-mini-high
LeChat P8,Negamax5 P6,0,1,1,2,80,4.45041036605835,LeChat,Negamax5
r1 T0.5,same.dev P6,0,2,0,2,33,9.308336734771729,r1,same.dev
Negamax2 P8,claude3.7-sonnet P6,0,2,0,2,43,16.026928663253784,Negamax2,claude3.7-sonnet
Gemini2.5 Flash Thinking P8,Negamax5 P10,1,1,0,2,46,7.558190584182739,Gemini2.5 Flash Thinking,Negamax5
Negamax5 P8,o1 P8,1,1,0,2,76,35.210119009017944,Negamax5,o1
claude3.7-sonnet P8,o1 P8,0,2,0,2,39,27.477946043014526,claude3.7-sonnet,o1
gpt4o P6,o3 P6,2,0,0,2,33,14.722817659378052,gpt4o,o3
LeChat P10,Negamax P6,1,1,0,2,42,20.409817934036255,LeChat,Negamax
claude3.7-sonnet-thinking P8,gpt4o P6,1,0,1,2,77,31.505295276641846,claude3.7-sonnet-thinking,gpt4o
gemini-flash-2.0-thinking P6,gpt4o P8,0,2,0,2,49,16.861506938934326,gemini-flash-2.0-thinking,gpt4o
Negamax5B P8,same.dev P6,1,1,0,2,78,4.523416519165039,Negamax5B,same.dev
Negamax5B P10,claude3.7-sonnet P10,2,0,0,2,49,14.355311393737793,Negamax5B,claude3.7-sonnet
Gemma2 P6,gemini-flash-2.0 P8,2,0,0,2,15,4.76643705368042,Gemma2,gemini-flash-2.0
Negamax5 P8,Random Bot,2,0,0,2,23,0.7620701789855957,Negamax5,RandomBot
Negamax2 P8,claude3.7-sonnet-thinking P8,0,2,0,2,37,19.311238527297974,Negamax2,claude3.7-sonnet-thinking
Qwen3 P6,claude3.7-sonnet-thinking P6,0,2,0,2,45,11.119523286819458,Qwen3,claude3.7-sonnet-thinking
claude3.7-sonnet P6,o4-mini-high P6,1,0,1,2,74,9.895409345626831,claude3.7-sonnet,o4-mini-high
Negamax5 P10,gemini-flash-2.0 P6,1,0,1,2,59,11.6395742893219,Negamax5,gemini-flash-2.0
Gemma2 P8,claude3.7-sonnet P8,0,2,0,2,35,13.254722356796265,Gemma2,claude3.7-sonnet
Gemini2.5 Pro P4 T0.25,Negamax4 P4 T0.25,1,0,1,2,62,1.0410897731781006,Gemini2.5 Pro,Negamax4
Gemini2.5 Flash Thinking P6,gpt4o P10,1,1,0,2,44,14.624341487884521,Gemini2.5 Flash Thinking,gpt4o
Gemini2.5 Pro P4 T0.25,claude3.7-sonnet P10,2,0,0,2,59,9.889404535293579,Gemini2.5 Pro,claude3.7-sonnet
gemini-pro-2.0 P6,gpt4o P8,1,1,0,2,72,24.10866379737854,gemini-pro-2.0,gpt4o
Negamax4 P6,Negamax5B P10,0,0,2,2,84,7.995725154876709,Negamax4,Negamax5B
Gemma2 P8,Negamax5 P8,0,2,0,2,63,13.277719974517822,Gemma2,Negamax5
o3 P10,o4-mini-high P10,0,2,0,2,27,8.473268270492554,o3,o4-mini-high
Negamax3 P8,Negamax4 P10,0,2,0,2,65,69.58666944503784,Negamax3,Negamax4
Negamax5 P6,o4-mini-high P8,0,0,2,2,84,0.7335691452026367,Negamax5,o4-mini-high
Gemma2 P6,r1 T0.25,2,0,0,2,17,5.178964376449585,Gemma2,r1
LeChat P6,Negamax3 P8,1,0,1,2,71,6.892129182815552,LeChat,Negamax3
Gemini2.5 Pro P4 T0.25,o3-mini-high P6,2,0,0,2,65,7.497183561325073,Gemini2.5 Pro,o3-mini-high
Negamax5 P10,claude3.7-sonnet-thinking P6,2,0,0,2,83,17.478102922439575,Negamax5,claude3.7-sonnet-thinking
Negamax3 P8,Negamax5 P6,0,2,0,2,67,4.058873176574707,Negamax3,Negamax5
Gemini2.5 Pro P6,Random Bot,2,0,0,2,31,3.8723433017730713,Gemini2.5 Pro,RandomBot
Gemini2.5 Pro P6,Negamax4 P6,1,1,0,2,76,5.014447927474976,Gemini2.5 Pro,Negamax4
claude3.7-sonnet-thinking P6,o3-mini-high P6,1,1,0,2,72,16.479001760482788,claude3.7-sonnet-thinking,o3-mini-high
Negamax4 P10,o1 P8,2,0,0,2,77,105.17081356048584,Negamax4,o1
Negamax5 P10,gpt4o P8,0,2,0,2,73,24.630739212036133,Negamax5,gpt4o
QwQ P6,gpt4o P8,1,1,0,2,70,33.01196074485779,QwQ,gpt4o
Negamax P6,Negamax5B P6,0,2,0,2,67,6.7051005363464355,Negamax,Negamax5B
Gemini2.5 Pro P4 T0.25,LeChat P6,1,1,0,2,66,2.403212785720825,Gemini2.5 Pro,LeChat
Gemma2 P8,o3 P10,1,1,0,2,40,18.710193872451782,Gemma2,o3
Gemini2.5 Pro P4 T0.25,r1 T0.5,2,0,0,2,27,7.370656490325928,Gemini2.5 Pro,r1
LeChat P10,claude3.7-sonnet-thinking P6,1,1,0,2,50,11.287513256072998,LeChat,claude3.7-sonnet-thinking
Negamax4 P8,gpt4o P6,0,0,2,2,84,20.632375717163086,Negamax4,gpt4o
claude3.7-sonnet P10,claude3.7-sonnet-thinking P6,0,2,0,2,47,10.8169686794281,claude3.7-sonnet,claude3.7-sonnet-thinking
o3 P6,o3 P8,2,0,0,2,45,14.792821645736694,o3,o3
Negamax4 P8,o4-mini-high P12,1,1,0,2,70,13.78924012184143,Negamax4,o4-mini-high
Default Bot,Negamax3 P6,0,2,0,2,17,0.2745237350463867,DefaultBot,Negamax3
Gemma2 P8,o3 P6,1,1,0,2,34,11.462021589279175,Gemma2,o3
gpt4o P8,o3 P10,2,0,0,2,37,21.833971977233887,gpt4o,o3
o1 P8,r1 T0.25,2,0,0,2,23,20.727360725402832,o1,r1
Negamax2 P8,o4-mini-high P12,0,2,0,2,43,28.539591550827026,Negamax2,o4-mini-high
Negamax5B P6,o3 P8,2,0,0,2,33,6.064043998718262,Negamax5B,o3
claude3.7-sonnet P6,o4-mini-high P8,0,2,0,2,67,9.8773832321167,claude3.7-sonnet,o4-mini-high
o3 P8,o4-mini-high P6,0,2,0,2,27,5.895027160644531,o3,o4-mini-high
Negamax5 P6,o4-mini-high P12,0,0,2,2,84,9.484346628189087,Negamax5,o4-mini-high
