Bot,wins,losses,draws,games_played,total_moves_in_games,total_time_in_games,type,depth,time_limit,neural_gen,mcts_iter,win_rate,loss_rate,draw_rate,avg_moves_per_game,avg_time_per_game
Negamax5 P10 T0.025,201,127,46,374,11608,4917.5625331401825,Negamax5,10.0,0.025,,,0.5374331550802139,0.339572192513369,0.12299465240641712,31.037433155080215,13.148562922834712
Negamax5 P10 T0.1,190,150,34,374,11289,4334.575817108154,Negamax5,10.0,0.1,,,0.5080213903743316,0.40106951871657753,0.09090909090909091,30.184491978609625,11.589774912053889
Negamax5 P2,109,253,12,374,9150,1093.3235292434692,Negamax5,2.0,,,,0.2914438502673797,0.6764705882352942,0.03208556149732621,24.46524064171123,2.9233249445012546
Negamax5 P4,143,201,30,374,10286,1112.2784237861633,Negamax5,4.0,,,,0.38235294117647056,0.5374331550802139,0.08021390374331551,27.502673796791445,2.9740064807116666
Negamax5 P4 T0.01,162,186,26,374,10341,1339.0820317268372,Negamax5,4.0,0.01,,,0.43315508021390375,0.49732620320855614,0.06951871657754011,27.649732620320854,3.5804332399113292
Negamax5 P4 T0.025,144,194,36,374,10274,1048.343435049057,Negamax5,4.0,0.025,,,0.3850267379679144,0.5187165775401069,0.0962566844919786,27.470588235294116,2.803057312965393
Negamax5 P4 T0.1,136,206,32,374,10196,1152.0831627845764,Negamax5,4.0,0.1,,,0.36363636363636365,0.5508021390374331,0.0855614973262032,27.262032085561497,3.0804362641298835
Negamax5 P6,170,171,33,374,10753,1248.4634532928467,Negamax5,6.0,,,,0.45454545454545453,0.4572192513368984,0.08823529411764706,28.75133689839572,3.3381375756493226
Negamax5 P6 T0.01,168,180,26,374,10652,1448.5490889549255,Negamax5,6.0,0.01,,,0.44919786096256686,0.48128342245989303,0.06951871657754011,28.481283422459892,3.8731259062965924
Negamax5 P6 T0.025,173,172,29,374,10726,1259.7809467315674,Negamax5,6.0,0.025,,,0.4625668449197861,0.45989304812834225,0.07754010695187166,28.67914438502674,3.368398253292961
Negamax5 P6 T0.1,169,179,26,374,10758,1309.0071732997894,Negamax5,6.0,0.1,,,0.45187165775401067,0.4786096256684492,0.06951871657754011,28.764705882352942,3.5000191799459612
Negamax5 P8,192,154,28,374,11226,2088.582518339157,Negamax5,8.0,,,,0.5133689839572193,0.4117647058823529,0.0748663101604278,30.016042780748663,5.5844452362009545
Negamax5 P8 T0.01,192,151,31,374,11208,1947.4946966171265,Negamax5,8.0,0.01,,,0.5133689839572193,0.4037433155080214,0.08288770053475936,29.967914438502675,5.207205071168787
Negamax5 P8 T0.025,183,147,44,374,11000,2038.8703074455261,Negamax5,8.0,0.025,,,0.4893048128342246,0.393048128342246,0.11764705882352941,29.41176470588235,5.451524886217984
Negamax5 P8 T0.1,200,146,28,374,11112,1621.701080083847,Negamax5,8.0,0.1,,,0.5347593582887701,0.39037433155080214,0.0748663101604278,29.711229946524064,4.336099144609217
Negamax5B P1,61,288,25,374,6686,677.4798412322998,Negamax5B,1.0,,,,0.16310160427807488,0.7700534759358288,0.06684491978609626,17.877005347593585,1.8114434257548122
Negamax5B P10,264,34,76,374,11729,3191.4445447921753,Negamax5B,10.0,,,,0.7058823529411765,0.09090909090909091,0.20320855614973263,31.36096256684492,8.533274183936298
Negamax5B P10 T0.01,264,33,77,374,11799,3644.496660232544,Negamax5B,10.0,0.01,,,0.7058823529411765,0.08823529411764706,0.20588235294117646,31.548128342245988,9.744643476557604
Negamax5B P10 T0.025,265,33,76,374,11895,3862.0137462615967,Negamax5B,10.0,0.025,,,0.7085561497326203,0.08823529411764706,0.20320855614973263,31.8048128342246,10.326239963266302
Negamax5B P10 T0.1,259,34,81,374,11795,3471.391404390335,Negamax5B,10.0,0.1,,,0.6925133689839572,0.09090909090909091,0.21657754010695188,31.537433155080215,9.28179519890464
Negamax5B P2,154,155,65,374,9225,830.4218792915344,Negamax5B,2.0,,,,0.4117647058823529,0.4144385026737968,0.17379679144385027,24.665775401069517,2.220379356394477
Negamax5B P4,231,63,80,374,11509,1003.7935922145844,Negamax5B,4.0,,,,0.6176470588235294,0.16844919786096257,0.21390374331550802,30.772727272727273,2.6839400861352525
Negamax5B P4 T0.01,229,66,79,374,11655,950.004768371582,Negamax5B,4.0,0.01,,,0.6122994652406417,0.17647058823529413,0.21122994652406418,31.163101604278076,2.5401197015282944
Negamax5B P4 T0.025,225,67,82,374,11555,1088.2701268196106,Negamax5B,4.0,0.025,,,0.6016042780748663,0.17914438502673796,0.2192513368983957,30.89572192513369,2.909813173314467
Negamax5B P4 T0.1,230,68,76,374,11416,962.6063792705536,Negamax5B,4.0,0.1,,,0.6149732620320856,0.18181818181818182,0.20320855614973263,30.524064171122994,2.573813848316988
Negamax5B P6,249,45,80,374,11668,980.2532632350922,Negamax5B,6.0,,,,0.6657754010695187,0.12032085561497326,0.21390374331550802,31.197860962566846,2.6209980300403535
Negamax5B P6 T0.01,245,44,85,374,11723,1087.4824509620667,Negamax5B,6.0,0.01,,,0.6550802139037433,0.11764705882352941,0.22727272727272727,31.344919786096256,2.907707088133868
Negamax5B P6 T0.025,248,41,85,374,11659,1017.2830340862274,Negamax5B,6.0,0.025,,,0.6631016042780749,0.10962566844919786,0.22727272727272727,31.17379679144385,2.72000811253002
Negamax5B P6 T0.1,255,40,79,374,11681,1015.8927235603333,Negamax5B,6.0,0.1,,,0.6818181818181818,0.10695187165775401,0.21122994652406418,31.232620320855617,2.7162907047067733
Negamax5B P8,251,46,77,374,11718,1521.8274991512299,Negamax5B,8.0,,,,0.6711229946524064,0.12299465240641712,0.20588235294117646,31.331550802139038,4.069057484361577
Negamax5B P8 T0.01,250,49,75,374,11717,1397.5388822555542,Negamax5B,8.0,0.01,,,0.6684491978609626,0.13101604278074866,0.20053475935828877,31.328877005347593,3.7367349792929256
Negamax5B P8 T0.025,252,49,73,374,11742,1517.4127640724182,Negamax5B,8.0,0.025,,,0.6737967914438503,0.13101604278074866,0.19518716577540107,31.39572192513369,4.057253379872776
Negamax5B P8 T0.1,261,42,71,374,11734,1468.6791110038757,Negamax5B,8.0,0.1,,,0.6978609625668449,0.11229946524064172,0.18983957219251338,31.37433155080214,3.9269494946627694
QwQ P1,131,214,29,374,7963,1061.4402282238007,QwQ,1.0,,,,0.3502673796791444,0.5721925133689839,0.07754010695187166,21.29144385026738,2.838075476534226
QwQ P2,248,116,10,374,9418,998.4377899169922,QwQ,2.0,,,,0.6631016042780749,0.31016042780748665,0.026737967914438502,25.181818181818183,2.6696197591363426
QwQ P4,318,45,11,374,10302,1936.8814616203308,QwQ,4.0,,,,0.8502673796791443,0.12032085561497326,0.029411764705882353,27.545454545454547,5.178827437487516
QwQ P6,338,31,5,374,9346,5437.74013876915,QwQ,6.0,,,,0.9037433155080213,0.08288770053475936,0.013368983957219251,24.989304812834224,14.53941213574639
Qwen3 P1,102,270,2,374,6195,1100.5280389785767,Qwen3,1.0,,,,0.2727272727272727,0.7219251336898396,0.0053475935828877,16.56417112299465,2.942588339514911
Qwen3 P2,146,210,18,374,8982,973.4012250900269,Qwen3,2.0,,,,0.39037433155080214,0.5614973262032086,0.0481283422459893,24.016042780748663,2.602677072433227
Qwen3 P4,150,223,1,374,7365,1745.490786075592,Qwen3,4.0,,,,0.40106951871657753,0.5962566844919787,0.00267379679144385,19.692513368983956,4.667087663303722
Qwen3 P6,151,210,13,374,7301,2219.417875289917,Qwen3,6.0,,,,0.4037433155080214,0.5614973262032086,0.034759358288770054,19.52139037433155,5.934272393823307
Random Bot,13,361,0,374,5336,1061.4221029281616,RandomBot,,,,,0.034759358288770054,0.9652406417112299,0.0,14.267379679144385,2.8380270131769025
claude3.7-sonnet P1,242,129,3,374,8868,2317.4198727607727,claude3.7-sonnet,1.0,,,,0.6470588235294118,0.3449197860962567,0.008021390374331552,23.711229946524064,6.19630982021597
claude3.7-sonnet P10,264,107,3,374,8619,2533.9633283615112,claude3.7-sonnet,10.0,,,,0.7058823529411765,0.28609625668449196,0.008021390374331552,23.045454545454547,6.775303017009389
claude3.7-sonnet P2,234,136,4,374,8828,2376.3928740024567,claude3.7-sonnet,2.0,,,,0.6256684491978609,0.36363636363636365,0.0106951871657754,23.60427807486631,6.353991641717799
claude3.7-sonnet P4,245,125,4,374,8457,2424.611058473587,claude3.7-sonnet,4.0,,,,0.6550802139037433,0.3342245989304813,0.0106951871657754,22.612299465240643,6.482917268645955
claude3.7-sonnet P6,253,120,1,374,8658,2361.284961462021,claude3.7-sonnet,6.0,,,,0.6764705882352942,0.32085561497326204,0.00267379679144385,23.149732620320854,6.313596153641767
claude3.7-sonnet P8,252,121,1,374,8700,2423.241774082184,claude3.7-sonnet,8.0,,,,0.6737967914438503,0.3235294117647059,0.00267379679144385,23.262032085561497,6.479256080433647
claude3.7-sonnet-thinking P1,190,146,38,374,9308,936.054639339447,claude3.7-sonnet-thinking,1.0,,,,0.5080213903743316,0.39037433155080214,0.10160427807486631,24.887700534759357,2.502819891281944
claude3.7-sonnet-thinking P2,235,121,18,374,10312,1111.4656999111176,claude3.7-sonnet-thinking,2.0,,,,0.6283422459893048,0.3235294117647059,0.0481283422459893,27.572192513368982,2.9718334222222396
claude3.7-sonnet-thinking P4,264,55,55,374,9984,1168.9944789409637,claude3.7-sonnet-thinking,4.0,,,,0.7058823529411765,0.14705882352941177,0.14705882352941177,26.6951871657754,3.1256536870079246
claude3.7-sonnet-thinking P6,279,81,14,374,9896,2226.7245292663574,claude3.7-sonnet-thinking,6.0,,,,0.7459893048128342,0.21657754010695188,0.0374331550802139,26.459893048128343,5.953808901781704
claude3.7-sonnet-thinking P8,290,52,32,374,9639,3184.427564382553,claude3.7-sonnet-thinking,8.0,,,,0.7754010695187166,0.13903743315508021,0.0855614973262032,25.772727272727273,8.514512204231425
gemini-flash-2.0 P1,0,370,4,374,5092,603.6992156505585,gemini-flash-2.0,1.0,,,,0.0,0.9893048128342246,0.0106951871657754,13.614973262032086,1.6141690258036323
gemini-flash-2.0 P2,204,151,19,374,9189,1070.111335515976,gemini-flash-2.0,2.0,,,,0.5454545454545454,0.4037433155080214,0.05080213903743316,24.56951871657754,2.86126025539031
gemini-flash-2.0 P4,121,226,27,374,9283,1035.8405830860138,gemini-flash-2.0,4.0,,,,0.3235294117647059,0.6042780748663101,0.07219251336898395,24.82085561497326,2.7696272275027107
gemini-flash-2.0 P6,112,227,35,374,8586,1517.5915491580963,gemini-flash-2.0,6.0,,,,0.2994652406417112,0.606951871657754,0.09358288770053476,22.9572192513369,4.0577314148612205
gemini-flash-2.0 P8,65,270,39,374,7769,2040.5376191139221,gemini-flash-2.0,8.0,,,,0.17379679144385027,0.7219251336898396,0.10427807486631016,20.772727272727273,5.455982938807279
gemini-flash-2.0-thinking P1,22,348,4,374,7557,1000.4406492710114,gemini-flash-2.0-thinking,1.0,,,,0.058823529411764705,0.93048128342246,0.0106951871657754,20.205882352941178,2.6749749980508324
gemini-flash-2.0-thinking P2,163,195,16,374,7721,970.8159303665161,gemini-flash-2.0-thinking,2.0,,,,0.4358288770053476,0.5213903743315508,0.0427807486631016,20.644385026737968,2.595764519696567
gemini-flash-2.0-thinking P4,234,113,27,374,10261,1293.4597182273865,gemini-flash-2.0-thinking,4.0,,,,0.6256684491978609,0.30213903743315507,0.07219251336898395,27.43582887700535,3.4584484444582526
gemini-flash-2.0-thinking P6,262,89,23,374,9887,2104.8854088783264,gemini-flash-2.0-thinking,6.0,,,,0.7005347593582888,0.23796791443850268,0.06149732620320856,26.43582887700535,5.628035852615846
gemini-flash-2.0-thinking P8,289,73,12,374,9971,6724.640013217926,gemini-flash-2.0-thinking,8.0,,,,0.7727272727272727,0.19518716577540107,0.03208556149732621,26.66042780748663,17.98032089095702
gemini-pro-2.0 P1,115,255,4,374,5446,780.7568047046661,gemini-pro-2.0,1.0,,,,0.3074866310160428,0.6818181818181818,0.0106951871657754,14.561497326203208,2.0875850393172892
gemini-pro-2.0 P2,207,148,19,374,9351,1196.1328840255737,gemini-pro-2.0,2.0,,,,0.553475935828877,0.39572192513368987,0.05080213903743316,25.002673796791445,3.1982162674480583
gemini-pro-2.0 P4,216,144,14,374,9840,1263.7627186775208,gemini-pro-2.0,4.0,,,,0.5775401069518716,0.3850267379679144,0.0374331550802139,26.310160427807485,3.379044702346312
gemini-pro-2.0 P6,257,80,37,374,9765,2303.261703968048,gemini-pro-2.0,6.0,,,,0.6871657754010695,0.21390374331550802,0.09893048128342247,26.109625668449198,6.158453753925262
gemini-pro-2.0 P8,286,69,19,374,9099,3954.3751649856567,gemini-pro-2.0,8.0,,,,0.7647058823529411,0.18449197860962566,0.05080213903743316,24.328877005347593,10.573195628303894
gpt4o P1,131,239,4,374,6437,2703.6918954849243,gpt4o,1.0,,,,0.3502673796791444,0.6390374331550802,0.0106951871657754,17.211229946524064,7.229122715200332
gpt4o P10,266,77,31,374,10547,4660.453585624695,gpt4o,10.0,,,,0.7112299465240641,0.20588235294117646,0.08288770053475936,28.200534759358288,12.461105843916297
gpt4o P10 T0.01,189,158,27,374,9456,2705.6760156154633,gpt4o,10.0,0.01,,,0.5053475935828877,0.42245989304812837,0.07219251336898395,25.28342245989305,7.234427849239206
gpt4o P10 T0.025,226,101,47,374,10448,2778.1149020195007,gpt4o,10.0,0.025,,,0.6042780748663101,0.2700534759358289,0.12566844919786097,27.93582887700535,7.428114711282087
gpt4o P10 T0.1,225,89,60,374,10918,3163.8071699142456,gpt4o,10.0,0.1,,,0.6016042780748663,0.23796791443850268,0.16042780748663102,29.192513368983956,8.459377459663758
gpt4o P2,225,132,17,374,8307,3001.8068981170654,gpt4o,2.0,,,,0.6016042780748663,0.35294117647058826,0.045454545454545456,22.211229946524064,8.026221652719427
gpt4o P4,294,51,29,374,10247,3519.6219160556793,gpt4o,4.0,,,,0.786096256684492,0.13636363636363635,0.07754010695187166,27.398395721925134,9.410753786245133
gpt4o P4 T0.01,257,59,58,374,10771,982.703761100769,gpt4o,4.0,0.01,,,0.6871657754010695,0.15775401069518716,0.15508021390374332,28.799465240641712,2.62755016337104
gpt4o P4 T0.025,263,55,56,374,10653,1173.4934964179993,gpt4o,4.0,0.025,,,0.7032085561497327,0.14705882352941177,0.1497326203208556,28.483957219251337,3.1376831455026717
gpt4o P4 T0.1,277,59,38,374,10602,1655.548794746399,gpt4o,4.0,0.1,,,0.7406417112299465,0.15775401069518716,0.10160427807486631,28.3475935828877,4.426601055471655
gpt4o P6,278,43,53,374,10759,3884.5825374126434,gpt4o,6.0,,,,0.7433155080213903,0.11497326203208556,0.14171122994652408,28.767379679144383,10.386584324632736
gpt4o P6 T0.01,248,54,72,374,11017,976.5962889194489,gpt4o,6.0,0.01,,,0.6631016042780749,0.1443850267379679,0.1925133689839572,29.4572192513369,2.611220023848794
gpt4o P6 T0.025,263,45,66,374,11013,1173.3569622039795,gpt4o,6.0,0.025,,,0.7032085561497327,0.12032085561497326,0.17647058823529413,29.446524064171122,3.1373180807593033
gpt4o P6 T0.1,279,58,37,374,10586,1638.9621350765228,gpt4o,6.0,0.1,,,0.7459893048128342,0.15508021390374332,0.09893048128342247,28.3048128342246,4.382251698065569
gpt4o P8,278,56,40,374,10589,3901.2483220100403,gpt4o,8.0,,,,0.7433155080213903,0.1497326203208556,0.10695187165775401,28.31283422459893,10.43114524601615
gpt4o P8 T0.01,227,82,65,374,10657,1480.56156539917,gpt4o,8.0,0.01,,,0.606951871657754,0.2192513368983957,0.17379679144385027,28.494652406417114,3.958720763099385
gpt4o P8 T0.025,240,72,62,374,10790,1420.008468389511,gpt4o,8.0,0.025,,,0.6417112299465241,0.1925133689839572,0.1657754010695187,28.850267379679146,3.796814086602971
gpt4o P8 T0.1,261,55,58,374,10722,1793.3152468204498,gpt4o,8.0,0.1,,,0.6978609625668449,0.14705882352941177,0.15508021390374332,28.668449197860962,4.794960552995855
