bot1,bot2,bot1_wins,bot2_wins,draws,total_games_in_match,total_moves,total_time,bot1_type,bot2_type
Gemini2.5 Pro P4 T0.01,Negamax4 P8 T0.01,2,0,0,2,67,4.5684568881988525,Gemini2.5 Pro,Negamax4
Negamax P6,gemini-pro-2.0 P2,0,1,1,2,77,7.875452518463135,Negamax,gemini-pro-2.0
LeChat P10,Negamax2 P8,1,1,0,2,44,17.778440952301025,LeChat,Negamax2
Negamax3 P8,Negamax4 P4 T0.025,0,2,0,2,73,5.826455354690552,Negamax3,Negamax4
Negamax5B P10,Negamax5B P8,0,0,2,2,84,9.542450904846191,Negamax5B,Negamax5B
Gemini2.5 Flash Thinking P1,o3-mini-high-search I3000,2,0,0,2,57,8.868451833724976,Gemini2.5 Flash Thinking,o3-mini-high-search
Gemini2.5 Flash Thinking P4,Gemini2.5 Flash Thinking P8,0,2,0,2,59,2.65899658203125,Gemini2.5 Flash Thinking,Gemini2.5 Flash Thinking
gpt4o P8 T0.025,o3-mini-high-search I5000,2,0,0,2,27,5.7854554653167725,gpt4o,o3-mini-high-search
Negamax2 P4,o3-mini-high P1,2,0,0,2,57,0.0709998607635498,Negamax2,o3-mini-high
Negamax3 P4,Negamax4 P8 T0.1,0,2,0,2,63,9.521450757980347,Negamax3,Negamax4
Negamax4 P10 T0.01,Negamax5B P6 T0.1,0,2,0,2,63,22.362435340881348,Negamax4,Negamax5B
Negamax5B P8 T0.01,Qwen3 P4,2,0,0,2,39,2.922996759414673,Negamax5B,Qwen3
claude3.7-sonnet-thinking P8,gemini-flash-2.0 P6,2,0,0,2,29,10.237450122833252,claude3.7-sonnet-thinking,gemini-flash-2.0
Default Bot,gemini-flash-2.0-thinking P8,0,2,0,2,17,9.88045048713684,DefaultBot,gemini-flash-2.0-thinking
Gemma2 P6,Negamax2 P6,0,2,0,2,39,3.9729952812194824,Gemma2,Negamax2
Negamax5B P10,r1 T0.25,2,0,0,2,41,18.04244089126587,Negamax5B,r1
Negamax5 P10 T0.01,Negamax5 P6,1,1,0,2,80,11.129448890686035,Negamax5,Negamax5
Negamax4 P8 T0.01,gpt4o P4 T0.025,0,2,0,2,47,4.181995153427124,Negamax4,gpt4o
Negamax3 P1,claude3.7-sonnet P4,0,2,0,2,25,3.7839951515197754,Negamax3,claude3.7-sonnet
Negamax5B P10,o3-mini-high-search I3000,2,0,0,2,37,13.776445865631104,Negamax5B,o3-mini-high-search
Negamax3 P2,gemini-flash-2.0-thinking P1,1,1,0,2,56,0.022000551223754883,Negamax3,gemini-flash-2.0-thinking
o3-mini-high-search I4000,same.dev P1,0,2,0,2,43,6.817991733551025,o3-mini-high-search,same.dev
Negamax4 P10 T0.01,Negamax4 P10 T0.025,2,0,0,2,81,97.22577285766602,Negamax4,Negamax4
Negamax5B P6,QwQ P1,2,0,0,2,45,0.29199981689453125,Negamax5B,QwQ
LeChat P1,Negamax5 P6 T0.01,0,2,0,2,47,0.40599918365478516,LeChat,Negamax5
Negamax5 P10,Negamax5 P6 T0.01,2,0,0,2,49,10.091450452804565,Negamax5,Negamax5
Negamax P2,o3-mini-high P4,0,2,0,2,65,0.6209993362426758,Negamax,o3-mini-high
Gemini2.5 Pro P1,Negamax5 P6 T0.1,0,2,0,2,21,0.2050001621246338,Gemini2.5 Pro,Negamax5
Negamax5B P6 T0.025,gpt4o P4 T0.1,0,0,2,2,84,4.051995277404785,Negamax5B,gpt4o
Gemini2.5 Flash Thinking P1,Negamax5 P4 T0.01,1,1,0,2,58,0.06599974632263184,Gemini2.5 Flash Thinking,Negamax5
Gemini2.5 Pro P6,claude3.7-sonnet-thinking P8,2,0,0,2,81,23.35043454170227,Gemini2.5 Pro,claude3.7-sonnet-thinking
Gemini2.5 Flash Thinking P1,Negamax5 P8,0,1,1,2,57,1.936997652053833,Gemini2.5 Flash Thinking,Negamax5
Negamax5B P8 T0.1,gemini-flash-2.0 P6,1,0,1,2,81,3.651995897293091,Negamax5B,gemini-flash-2.0
Gemini2.5 Pro P6 T0.01,Negamax5B P4 T0.1,1,1,0,2,74,0.39299941062927246,Gemini2.5 Pro,Negamax5B
Negamax2 P4,Negamax5B P6,0,2,0,2,63,0.5119993686676025,Negamax2,Negamax5B
Gemini2.5 Pro P4,LeChat P1,2,0,0,2,39,0.9739990234375,Gemini2.5 Pro,LeChat
QwQ P4,gemini-pro-2.0 P4,2,0,0,2,59,3.874995470046997,QwQ,gemini-pro-2.0
QwQ P4,o4-mini-high P6,1,1,0,2,74,2.0049972534179688,QwQ,o4-mini-high
Negamax2 P1,Negamax2 P8,0,2,0,2,31,5.754993438720703,Negamax2,Negamax2
Negamax4 P4,Negamax5B P6 T0.025,0,2,0,2,49,0.30699920654296875,Negamax4,Negamax5B
Negamax5 P2,o3-mini-high-search I6000,1,1,0,2,38,6.964991807937622,Negamax5,o3-mini-high-search
o3 P6,o3-mini-high P4,0,2,0,2,57,3.3259963989257812,o3,o3-mini-high
LeChat P6,gpt4o P4,1,1,0,2,54,14.894444704055786,LeChat,gpt4o
claude3.7-sonnet-thinking P1,gpt4o P1,2,0,0,2,29,11.327983856201172,claude3.7-sonnet-thinking,gpt4o
Gemini2.5 Flash Thinking P6,gemini-flash-2.0 P4,0,2,0,2,33,0.6369988918304443,Gemini2.5 Flash Thinking,gemini-flash-2.0
Gemini2.5 Pro P4,gemini-pro-2.0 P6,1,1,0,2,74,8.072990417480469,Gemini2.5 Pro,gemini-pro-2.0
claude3.7-sonnet P6,o1 P4,2,0,0,2,37,5.740992784500122,claude3.7-sonnet,o1
Negamax P1,o3-mini-high-search I5000,2,0,0,2,23,5.186993837356567,Negamax,o3-mini-high-search
gpt4o P10 T0.1,gpt4o P4 T0.01,0,1,1,2,82,8.380990028381348,gpt4o,gpt4o
Negamax4 P8 T0.025,claude3.7-sonnet-thinking P6,1,1,0,2,56,10.03298807144165,Negamax4,claude3.7-sonnet-thinking
LeChat P1,Negamax5 P8 T0.01,0,2,0,2,39,1.7319977283477783,LeChat,Negamax5
Negamax2 P4,gpt4o P6 T0.025,0,2,0,2,47,0.8979990482330322,Negamax2,gpt4o
Gemini2.5 Pro P2,Gemini2.5 Pro P6 T0.01,1,0,1,2,79,0.4550004005432129,Gemini2.5 Pro,Gemini2.5 Pro
Negamax5B P10,Negamax5B P10 T0.01,0,0,2,2,84,15.523443698883057,Negamax5B,Negamax5B
Negamax5 P6 T0.01,o4-mini-high P10,0,2,0,2,67,1.4729979038238525,Negamax5,o4-mini-high
gpt4o P8 T0.01,same.dev P4,1,1,0,2,46,1.6089978218078613,gpt4o,same.dev
Negamax3 P1,Negamax5B P8 T0.1,0,2,0,2,15,0.548999547958374,Negamax3,Negamax5B
r1 T0.025,same.dev P6,0,2,0,2,33,9.33798861503601,r1,same.dev
Gemini2.5 Flash Thinking P4,Qwen3 P2,1,1,0,2,42,0.28099966049194336,Gemini2.5 Flash Thinking,Qwen3
gpt4o P6,o4-mini-high P1,1,0,1,2,53,12.516984701156616,gpt4o,o4-mini-high
gpt4o P8 T0.01,o3 P10,2,0,0,2,39,10.715986967086792,gpt4o,o3
Negamax4 P10,gpt4o P4 T0.1,0,2,0,2,67,22.997434377670288,Negamax4,gpt4o
Gemini2.5 Flash Thinking P4,claude3.7-sonnet P2,0,2,0,2,35,5.4129931926727295,Gemini2.5 Flash Thinking,claude3.7-sonnet
Negamax2 P4,claude3.7-sonnet P2,0,2,0,2,43,6.647991895675659,Negamax2,claude3.7-sonnet
Negamax4 P4 T0.25,claude3.7-sonnet P8,0,2,0,2,51,7.240990877151489,Negamax4,claude3.7-sonnet
Negamax5B P6,gemini-flash-2.0-thinking P1,2,0,0,2,41,0.29799985885620117,Negamax5B,gemini-flash-2.0-thinking
Negamax4 P1,Negamax5 P10 T0.025,0,2,0,2,43,18.789977550506592,Negamax4,Negamax5
Negamax4 P2,Negamax5B P4 T0.025,0,2,0,2,61,0.05200004577636719,Negamax4,Negamax5B
Negamax5B P8,Random Bot,2,0,0,2,15,0.5369994640350342,Negamax5B,RandomBot
Negamax4 P10,claude3.7-sonnet-thinking P4,0,1,1,2,72,27.348429679870605,Negamax4,claude3.7-sonnet-thinking
o1 P6,o4-mini-high P1,2,0,0,2,39,4.963993787765503,o1,o4-mini-high
LeChat P6,gemini-pro-2.0 P4,1,1,0,2,76,2.655996561050415,LeChat,gemini-pro-2.0
Default Bot,Negamax2 P6,0,2,0,2,27,0.3319997787475586,DefaultBot,Negamax2
Negamax3 P8,o4-mini-high P10,0,2,0,2,49,7.1239914894104,Negamax3,o4-mini-high
Negamax4 P6,gemini-pro-2.0 P1,2,0,0,2,29,0.305999755859375,Negamax4,gemini-pro-2.0
gemini-flash-2.0 P4,gpt4o P10 T0.1,1,1,0,2,76,8.514989376068115,gemini-flash-2.0,gpt4o
QwQ P1,Qwen3 P2,0,2,0,2,41,0.059999942779541016,QwQ,Qwen3
claude3.7-sonnet P6,gemini-pro-2.0 P6,1,1,0,2,54,12.09698486328125,claude3.7-sonnet,gemini-pro-2.0
Gemma2 P8,o3-mini-high P6,0,2,0,2,31,10.767988681793213,Gemma2,o3-mini-high
Negamax5 P4 T0.01,r1 T0.01,2,0,0,2,49,12.060985326766968,Negamax5,r1
Negamax5B P2,gpt4o P6 T0.025,0,1,1,2,53,0.8619973659515381,Negamax5B,gpt4o
Negamax5 P6 T0.1,Negamax5B P8 T0.01,0,2,0,2,73,1.8039979934692383,Negamax5,Negamax5B
Negamax P4,Negamax5 P2,0,2,0,2,55,0.19999957084655762,Negamax,Negamax5
claude3.7-sonnet P2,gpt4o P8 T0.025,0,2,0,2,51,9.262988567352295,claude3.7-sonnet,gpt4o
QwQ P6,o3-mini-high-search I4000,2,0,0,2,27,19.656975984573364,QwQ,o3-mini-high-search
Negamax5 P6,gpt4o P4 T0.025,0,2,0,2,63,1.2719991207122803,Negamax5,gpt4o
gpt4o P4 T0.01,r1 T0.5,2,0,0,2,35,8.790989398956299,gpt4o,r1
Negamax4 P4 T0.25,o4-mini-high P8,0,2,0,2,69,0.5099990367889404,Negamax4,o4-mini-high
Negamax3 P2,Negamax5 P6 T0.025,0,2,0,2,59,0.5149996280670166,Negamax3,Negamax5
Negamax5B P10 T0.01,Negamax5B P8,0,0,2,2,84,9.351987600326538,Negamax5B,Negamax5B
Gemini2.5 Pro P4 T0.25,LeChat P8,2,0,0,2,73,6.615991592407227,Gemini2.5 Pro,LeChat
Negamax4 P10 T0.025,gpt4o P4 T0.1,0,2,0,2,71,41.34441304206848,Negamax4,gpt4o
Negamax5 P6,o3 P2,2,0,0,2,33,1.4749979972839355,Negamax5,o3
Default Bot,o3 P10,0,2,0,2,25,5.337993144989014,DefaultBot,o3
Gemma2 P1,Negamax4 P4 T0.1,0,2,0,2,43,0.051999807357788086,Gemma2,Negamax4
Gemini2.5 Flash Thinking P6,Gemini2.5 Pro P4 T0.25,0,2,0,2,45,1.5379979610443115,Gemini2.5 Flash Thinking,Gemini2.5 Pro
Negamax2 P8,same.dev P6,1,1,0,2,72,6.734991788864136,Negamax2,same.dev
Gemma2 P1,same.dev P1,2,0,0,2,45,0.005999326705932617,Gemma2,same.dev
Negamax5B P8,claude3.7-sonnet-thinking P4,0,0,2,2,84,3.821995496749878,Negamax5B,claude3.7-sonnet-thinking
Negamax5 P1,Negamax5B P4 T0.1,0,2,0,2,17,0.02000117301940918,Negamax5,Negamax5B
LeChat P6,o3 P10,1,1,0,2,44,10.654987812042236,LeChat,o3
Gemini2.5 Flash Thinking P2,Negamax5B P8 T0.1,0,1,1,2,59,1.6009981632232666,Gemini2.5 Flash Thinking,Negamax5B
LeChat P2,Negamax P1,2,0,0,2,19,0.012999773025512695,LeChat,Negamax
Gemini2.5 Flash Thinking P2,Negamax5B P8 T0.025,0,1,1,2,59,1.6259980201721191,Gemini2.5 Flash Thinking,Negamax5B
Default Bot,QwQ P2,0,2,0,2,27,0.13199996948242188,DefaultBot,QwQ
Negamax P6,Negamax5B P10 T0.01,0,2,0,2,59,15.382981538772583,Negamax,Negamax5B
Negamax5B P4 T0.025,Negamax5B P6 T0.1,0,0,2,2,84,0.3559997081756592,Negamax5B,Negamax5B
claude3.7-sonnet-thinking P1,gemini-flash-2.0-thinking P1,2,0,0,2,37,0.034999847412109375,claude3.7-sonnet-thinking,gemini-flash-2.0-thinking
gpt4o P6 T0.01,o1 P6,1,1,0,2,76,4.981993675231934,gpt4o,o1
gemini-flash-2.0-thinking P1,same.dev P2,0,2,0,2,41,0.012000322341918945,gemini-flash-2.0-thinking,same.dev
Negamax5B P10 T0.01,o1 P4,2,0,0,2,63,9.30198884010315,Negamax5B,o1
Negamax2 P6,QwQ P6,0,2,0,2,45,15.976980686187744,Negamax2,QwQ
Negamax3 P2,Negamax5B P8 T0.1,0,2,0,2,65,1.307997703552246,Negamax3,Negamax5B
Negamax5 P6 T0.1,Negamax5B P8 T0.025,0,1,1,2,76,1.6889979839324951,Negamax5,Negamax5B
Negamax5B P2,gemini-flash-2.0 P8,1,1,0,2,34,5.942992687225342,Negamax5B,gemini-flash-2.0
Gemini2.5 Flash Thinking P2,o3-mini-high P1,2,0,0,2,51,0.05900001525878906,Gemini2.5 Flash Thinking,o3-mini-high
Negamax5 P10,claude3.7-sonnet-thinking P8,0,2,0,2,63,26.833967685699463,Negamax5,claude3.7-sonnet-thinking
Gemma2 P8,Negamax5B P10 T0.025,0,2,0,2,71,29.474426746368408,Gemma2,Negamax5B
LeChat P6,gpt4o P2,0,2,0,2,49,12.4133620262146,LeChat,gpt4o
Negamax5 P10 T0.01,o4-mini-high P2,1,0,1,2,79,9.229365110397339,Negamax5,o4-mini-high
Gemini2.5 Flash Thinking P2,gpt4o P6,0,1,1,2,53,13.39536190032959,Gemini2.5 Flash Thinking,gpt4o
Negamax5B P10 T0.01,o3 P2,1,1,0,2,46,13.38136076927185,Negamax5B,o3
gemini-flash-2.0-thinking P4,o1 P8,2,0,0,2,41,19.024353742599487,gemini-flash-2.0-thinking,o1
Gemini2.5 Pro P2,Negamax5 P4 T0.025,2,0,0,2,65,0.16199994087219238,Gemini2.5 Pro,Negamax5
Negamax4 P8 T0.01,o1 P1,2,0,0,2,31,2.9823734760284424,Negamax4,o1
Negamax4 P6 T0.1,gemini-flash-2.0 P8,2,0,0,2,55,8.776366233825684,Negamax4,gemini-flash-2.0
Gemini2.5 Pro P4 T0.1,o3-mini-high-search I4000,2,0,0,2,15,3.23637318611145,Gemini2.5 Pro,o3-mini-high-search
Negamax5B P2,gpt4o P6,0,1,1,2,53,11.590363025665283,Negamax5B,gpt4o
Negamax2 P4,Negamax4 P6,1,0,1,2,83,0.8969991207122803,Negamax2,Negamax4
Negamax4 P10 T0.01,Negamax5 P10,1,1,0,2,82,51.142205476760864,Negamax4,Negamax5
Negamax5B P4,gemini-pro-2.0 P1,2,0,0,2,23,0.03500008583068848,Negamax5B,gemini-pro-2.0
Negamax4 P4 T0.01,o3-mini-high-search I3000,2,0,0,2,17,4.468371629714966,Negamax4,o3-mini-high-search
gpt4o P8 T0.025,o3 P6,2,0,0,2,43,6.469369173049927,gpt4o,o3
Gemini2.5 Pro P6 T0.1,o3-mini-high P4,2,0,0,2,77,3.1669960021972656,Gemini2.5 Pro,o3-mini-high
gpt4o P4 T0.025,o3-mini-high P2,2,0,0,2,51,0.8669986724853516,gpt4o,o3-mini-high
Negamax5B P10 T0.025,gpt4o P8,0,2,0,2,73,24.34134793281555,Negamax5B,gpt4o
Negamax5B P4 T0.1,gemini-flash-2.0 P2,1,1,0,2,60,0.09200000762939453,Negamax5B,gemini-flash-2.0
o3-mini-high-search I1000,r1 T0.25,1,1,0,2,40,15.628358125686646,o3-mini-high-search,r1
o3 P4,r1 T0.01,2,0,0,2,19,5.559399366378784,o3,r1
Negamax4 P8 T0.01,o3 P8,1,1,0,2,68,15.700763940811157,Negamax4,o3
claude3.7-sonnet P10,o1 P6,2,0,0,2,63,12.870768070220947,claude3.7-sonnet,o1
Negamax4 P8 T0.025,claude3.7-sonnet-thinking P1,1,0,1,2,60,2.0194034576416016,Negamax4,claude3.7-sonnet-thinking
Negamax5B P2,o3 P4,1,1,0,2,40,5.065399885177612,Negamax5B,o3
gemini-flash-2.0-thinking P1,gpt4o P2,0,2,0,2,31,10.087769746780396,gemini-flash-2.0-thinking,gpt4o
gemini-flash-2.0-thinking P6,o3 P4,1,0,1,2,65,9.04777193069458,gemini-flash-2.0-thinking,o3
Negamax5B P6,o3 P8,2,0,0,2,37,6.850396633148193,Negamax5B,o3
claude3.7-sonnet P2,claude3.7-sonnet-thinking P1,1,1,0,2,54,7.3463969230651855,claude3.7-sonnet,claude3.7-sonnet-thinking
Negamax4 P1,Negamax4 P6 T0.01,0,2,0,2,39,0.2690000534057617,Negamax4,Negamax4
Gemini2.5 Pro P6 T0.01,gemini-pro-2.0 P8,1,1,0,2,68,16.489763259887695,Gemini2.5 Pro,gemini-pro-2.0
Negamax5B P8 T0.1,gpt4o P4 T0.01,1,0,1,2,80,2.106997489929199,Negamax5B,gpt4o
Negamax5B P1,Negamax5B P10 T0.01,0,2,0,2,41,7.21339750289917,Negamax5B,Negamax5B
Gemini2.5 Flash Thinking P2,gemini-flash-2.0-thinking P6,0,2,0,2,43,2.0199973583221436,Gemini2.5 Flash Thinking,gemini-flash-2.0-thinking
Gemini2.5 Pro P1,Negamax4 P4 T0.25,0,2,0,2,39,0.04800009727478027,Gemini2.5 Pro,Negamax4
Negamax4 P10 T0.025,gemini-flash-2.0 P2,0,2,0,2,69,53.949180364608765,Negamax4,gemini-flash-2.0
Negamax5 P8 T0.025,gemini-flash-2.0 P2,2,0,0,2,67,1.7919976711273193,Negamax5,gemini-flash-2.0
o1 P6,o3-mini-high-search I4000,2,0,0,2,43,11.394768953323364,o1,o3-mini-high-search
o3 P1,r1 T0.5,1,1,0,2,30,8.01439619064331,o3,r1
Negamax P6,claude3.7-sonnet P1,1,1,0,2,48,14.734765529632568,Negamax,claude3.7-sonnet
claude3.7-sonnet P2,o1 P2,1,1,0,2,46,5.9974000453948975,claude3.7-sonnet,o1
Negamax5 P2,claude3.7-sonnet P10,0,2,0,2,41,6.230398416519165,Negamax5,claude3.7-sonnet
Negamax5 P6 T0.01,Random Bot,2,0,0,2,37,0.40999841690063477,Negamax5,RandomBot
gemini-pro-2.0 P1,o3 P2,1,1,0,2,22,1.0149986743927002,gemini-pro-2.0,o3
Negamax5 P1,r1 T0.025,0,2,0,2,45,11.738768815994263,Negamax5,r1
Negamax4 P4 T0.01,Negamax5 P10 T0.1,0,2,0,2,59,12.678767442703247,Negamax4,Negamax5
Negamax4 P6 T0.1,Negamax5B P6 T0.1,0,2,0,2,65,0.7319977283477783,Negamax4,Negamax5B
Negamax3 P4,o1 P4,1,1,0,2,60,1.3549983501434326,Negamax3,o1
Negamax3 P2,o1 P4,0,2,0,2,39,0.6439990997314453,Negamax3,o1
o3-mini-high P1,o3-mini-high-search I3000,1,0,1,2,72,13.157767057418823,o3-mini-high,o3-mini-high-search
Gemini2.5 Pro P4 T0.025,Negamax4 P2,2,0,0,2,33,0.36999964714050293,Gemini2.5 Pro,Negamax4
Negamax4 P4,Negamax5B P1,2,0,0,2,39,0.025999784469604492,Negamax4,Negamax5B
Gemini2.5 Pro P1,same.dev P6,1,1,0,2,16,0.004000186920166016,Gemini2.5 Pro,same.dev
Negamax2 P4,gemini-flash-2.0 P2,0,2,0,2,53,0.14799976348876953,Negamax2,gemini-flash-2.0
LeChat P2,Negamax4 P6,0,1,1,2,63,0.46899938583374023,LeChat,Negamax4
LeChat P4,gemini-pro-2.0 P4,0,2,0,2,37,0.6419990062713623,LeChat,gemini-pro-2.0
Negamax2 P4,o3-mini-high-search I2000,2,0,0,2,37,8.715395212173462,Negamax2,o3-mini-high-search
Negamax3 P8,o4-mini-high P8,0,2,0,2,55,5.985992670059204,Negamax3,o4-mini-high
gpt4o P10 T0.1,o1 P2,1,1,0,2,46,13.509389638900757,gpt4o,o1
LeChat P6,Qwen3 P6,0,2,0,2,41,5.582993268966675,LeChat,Qwen3
Negamax5B P6 T0.025,gemini-flash-2.0-thinking P2,2,0,0,2,51,0.3659994602203369,Negamax5B,gemini-flash-2.0-thinking
o3 P1,o4-mini-high P2,0,2,0,2,25,1.504997968673706,o3,o4-mini-high
Negamax5 P4,same.dev P2,0,2,0,2,49,0.04600048065185547,Negamax5,same.dev
Negamax5B P8 T0.01,gemini-flash-2.0 P4,2,0,0,2,65,1.9029977321624756,Negamax5B,gemini-flash-2.0
Negamax4 P4 T0.01,gpt4o P6,0,2,0,2,49,12.100392580032349,Negamax4,gpt4o
gemini-flash-2.0 P8,gpt4o P4 T0.025,0,1,1,2,53,7.159990549087524,gemini-flash-2.0,gpt4o
Negamax2 P1,o3-mini-high-search I4000,2,0,0,2,49,8.70898962020874,Negamax2,o3-mini-high-search
gemini-flash-2.0-thinking P1,gpt4o P1,0,2,0,2,31,9.334988594055176,gemini-flash-2.0-thinking,gpt4o
Negamax P6,same.dev P2,1,1,0,2,48,5.404993772506714,Negamax,same.dev
Negamax4 P6 T0.01,o1 P6,0,2,0,2,63,6.283992528915405,Negamax4,o1
gpt4o P6 T0.1,same.dev P6,1,1,0,2,62,7.456990718841553,gpt4o,same.dev
Gemini2.5 Pro P6,gpt4o P6 T0.01,1,1,0,2,76,6.601992607116699,Gemini2.5 Pro,gpt4o
Negamax P6,claude3.7-sonnet P2,0,2,0,2,41,11.738985776901245,Negamax,claude3.7-sonnet
Default Bot,gemini-flash-2.0 P8,1,1,0,2,22,4.935993432998657,DefaultBot,gemini-flash-2.0
LeChat P1,Negamax2 P1,2,0,0,2,21,0.005000114440917969,LeChat,Negamax2
QwQ P1,gpt4o P8 T0.01,0,2,0,2,43,1.3049976825714111,QwQ,gpt4o
Negamax5 P6,r1 T0.025,2,0,0,2,37,9.186988830566406,Negamax5,r1
Negamax5B P2,gpt4o P4,0,2,0,2,45,10.425987005233765,Negamax5B,gpt4o
Negamax4 P10 T0.01,r1 T0.01,2,0,0,2,29,26.819750547409058,Negamax4,r1
Gemini2.5 Flash Thinking P6,claude3.7-sonnet P2,0,2,0,2,45,6.94599175453186,Gemini2.5 Flash Thinking,claude3.7-sonnet
Negamax4 P6 T0.01,Negamax4 P8,1,0,1,2,72,9.724988222122192,Negamax4,Negamax4
LeChat P1,gemini-pro-2.0 P4,0,2,0,2,39,0.6439993381500244,LeChat,gemini-pro-2.0
claude3.7-sonnet-thinking P1,o3 P1,2,0,0,2,23,0.5139994621276855,claude3.7-sonnet-thinking,o3
QwQ P4,gemini-flash-2.0 P1,2,0,0,2,19,0.8929989337921143,QwQ,gemini-flash-2.0
claude3.7-sonnet-thinking P6,o3-mini-high-search I5000,2,0,0,2,21,6.851991653442383,claude3.7-sonnet-thinking,o3-mini-high-search
Gemini2.5 Flash Thinking P2,gemini-flash-2.0-thinking P2,0,1,1,2,49,0.06500005722045898,Gemini2.5 Flash Thinking,gemini-flash-2.0-thinking
claude3.7-sonnet P10,claude3.7-sonnet P2,2,0,0,2,55,15.337981224060059,claude3.7-sonnet,claude3.7-sonnet
Negamax4 P10 T0.01,Negamax5B P8 T0.01,0,2,0,2,67,19.737382173538208,Negamax4,Negamax5B
Negamax5B P10,gpt4o P6 T0.01,0,0,2,2,84,9.115988731384277,Negamax5B,gpt4o
Gemini2.5 Flash Thinking P4,o4-mini-high P8,0,1,1,2,51,0.36499953269958496,Gemini2.5 Flash Thinking,o4-mini-high
Negamax5B P4 T0.025,Negamax5B P6 T0.025,0,0,2,2,84,0.34399962425231934,Negamax5B,Negamax5B
Gemini2.5 Pro P6 T0.1,Negamax5B P1,2,0,0,2,27,1.0989985466003418,Gemini2.5 Pro,Negamax5B
claude3.7-sonnet P6,o3-mini-high-search I2000,2,0,0,2,25,9.2529878616333,claude3.7-sonnet,o3-mini-high-search
Negamax5B P10 T0.01,r1 T0.1,2,0,0,2,41,17.292978048324585,Negamax5B,r1
Gemma2 P2,Negamax4 P8 T0.1,0,2,0,2,37,4.676995754241943,Gemma2,Negamax4
gemini-pro-2.0 P6,gpt4o P8 T0.1,0,1,1,2,74,10.356987476348877,gemini-pro-2.0,gpt4o
Negamax5B P4 T0.01,r1 T0.01,1,0,1,2,61,15.05398178100586,Negamax5B,r1
Negamax3 P1,Negamax5 P6 T0.01,0,2,0,2,51,0.5169994831085205,Negamax3,Negamax5
Gemini2.5 Pro P4 T0.025,o3-mini-high-search I2000,2,0,0,2,17,3.5399959087371826,Gemini2.5 Pro,o3-mini-high-search
Negamax5 P6 T0.1,o4-mini-high P6,0,2,0,2,63,0.34599947929382324,Negamax5,o4-mini-high
Negamax P2,Negamax4 P8 T0.01,0,2,0,2,49,7.357990980148315,Negamax,Negamax4
Negamax5B P10 T0.1,QwQ P6,0,2,0,2,77,30.497745990753174,Negamax5B,QwQ
Negamax4 P4 T0.25,o3-mini-high-search I1000,2,0,0,2,59,8.46599006652832,Negamax4,o3-mini-high-search
Qwen3 P2,gemini-pro-2.0 P2,0,2,0,2,59,0.12399983406066895,Qwen3,gemini-pro-2.0
Default Bot,r1 T0.025,1,1,0,2,14,3.925995111465454,DefaultBot,r1
Gemini2.5 Pro P6 T0.025,Negamax P4,2,0,0,2,55,0.8459992408752441,Gemini2.5 Pro,Negamax
o1 P8,o3-mini-high-search I2000,2,0,0,2,15,11.261986255645752,o1,o3-mini-high-search
Gemini2.5 Pro P4 T0.25,claude3.7-sonnet-thinking P8,1,1,0,2,76,16.197980403900146,Gemini2.5 Pro,claude3.7-sonnet-thinking
Gemini2.5 Pro P4 T0.025,o4-mini-high P4,1,1,0,2,50,0.542999267578125,Gemini2.5 Pro,o4-mini-high
Negamax5B P10,Qwen3 P1,2,0,0,2,39,7.998990058898926,Negamax5B,Qwen3
Gemini2.5 Flash Thinking P8,gemini-flash-2.0-thinking P2,0,1,1,2,49,1.2251241207122803,Gemini2.5 Flash Thinking,gemini-flash-2.0-thinking
gpt4o P6 T0.1,o3 P6,2,0,0,2,33,5.3301191329956055,gpt4o,o3
o4-mini-high P12,r1 T0.1,1,0,1,2,53,25.04650115966797,o4-mini-high,r1
o1 P1,o3 P4,1,1,0,2,56,7.083117246627808,o1,o3
gemini-flash-2.0 P6,gpt4o P6,0,2,0,2,65,19.237102270126343,gemini-flash-2.0,gpt4o
claude3.7-sonnet P1,claude3.7-sonnet-thinking P8,0,1,1,2,64,21.69209933280945,claude3.7-sonnet,claude3.7-sonnet-thinking
Gemini2.5 Pro P1,gpt4o P8 T0.025,0,2,0,2,29,1.453998327255249,Gemini2.5 Pro,gpt4o
Negamax5B P8 T0.1,gpt4o P8 T0.1,0,0,2,2,84,6.255118131637573,Negamax5B,gpt4o
o1 P6,o3 P10,1,1,0,2,48,15.686106443405151,o1,o3
Negamax5 P6,o4-mini-high P1,1,0,1,2,60,0.2669997215270996,Negamax5,o4-mini-high
Gemini2.5 Flash Thinking P1,Gemini2.5 Pro P4 T0.01,0,2,0,2,57,0.2819995880126953,Gemini2.5 Flash Thinking,Gemini2.5 Pro
Negamax4 P6 T0.1,o3 P6,2,0,0,2,43,4.716119766235352,Negamax4,o3
Negamax5 P6,o3 P8,2,0,0,2,49,10.822112560272217,Negamax5,o3
claude3.7-sonnet-thinking P4,gpt4o P8 T0.1,1,1,0,2,72,5.857118129730225,claude3.7-sonnet-thinking,gpt4o
Negamax3 P1,claude3.7-sonnet-thinking P4,0,2,0,2,23,0.6629993915557861,Negamax3,claude3.7-sonnet-thinking
Gemini2.5 Flash Thinking P1,LeChat P10,0,2,0,2,47,9.19711422920227,Gemini2.5 Flash Thinking,LeChat
Negamax P2,Negamax4 P6 T0.01,0,2,0,2,35,0.2849996089935303,Negamax,Negamax4
