match_participant_1,match_participant_2,game_in_match_id,player_O,player_X,winner,moves,time_seconds,game_global_id
Negamax4 P1,gemini-pro-2.0 P2,0,Negamax4 P1,gemini-pro-2.0 P2,gemini-pro-2.0 P2,16,0.03460192680358887,8058
Negamax4 P1,gemini-pro-2.0 P2,1,gemini-pro-2.0 P2,Negamax4 P1,gemini-pro-2.0 P2,7,0.0060002803802490234,8059
Negamax4 P4 T0.025,Negamax5B P4 T0.01,0,Negamax4 P4 T0.025,Negamax5B P4 T0.01,Negamax5B P4 T0.01,32,0.05420374870300293,8060
Negamax4 P4 T0.025,Negamax5B P4 T0.01,1,Negamax5B P4 T0.01,Negamax4 P4 T0.025,Negamax5B P4 T0.01,25,0.038339853286743164,8061
Gemini2.5 Pro P4 T0.1,gpt4o P4,0,gpt4o P4,Gemini2.5 Pro P4 T0.1,gpt4o P4,35,8.963354110717773,8062
Gemini2.5 Pro P4 T0.1,gpt4o P4,1,Gemini2.5 Pro P4 T0.1,gpt4o P4,Gemini2.5 Pro P4 T0.1,39,9.091679096221924,8063
Gemma2 P6,claude3.7-sonnet P2,0,claude3.7-sonnet P2,Gemma2 P6,claude3.7-sonnet P2,7,1.402449607849121,8064
Gemma2 P6,claude3.7-sonnet P2,1,Gemma2 P6,claude3.7-sonnet P2,claude3.7-sonnet P2,16,3.0238964557647705,8065
gpt4o P8 T0.1,o3-mini-high-search I6000,0,gpt4o P8 T0.1,o3-mini-high-search I6000,gpt4o P8 T0.1,17,4.2578325271606445,8066
gpt4o P8 T0.1,o3-mini-high-search I6000,1,o3-mini-high-search I6000,gpt4o P8 T0.1,gpt4o P8 T0.1,16,5.071320533752441,8067
Negamax5B P10,gpt4o P4 T0.025,0,Negamax5B P10,gpt4o P4 T0.025,draw,42,4.4967732429504395,8068
Negamax5B P10,gpt4o P4 T0.025,1,gpt4o P4 T0.025,Negamax5B P10,draw,42,5.020730257034302,8069
Negamax4 P4,Negamax5 P8 T0.1,0,Negamax4 P4,Negamax5 P8 T0.1,Negamax5 P8 T0.1,40,2.5350582599639893,8070
Negamax4 P4,Negamax5 P8 T0.1,1,Negamax5 P8 T0.1,Negamax4 P4,Negamax5 P8 T0.1,19,0.8715269565582275,8071
gemini-flash-2.0-thinking P6,o3-mini-high-search I3000,0,o3-mini-high-search I3000,gemini-flash-2.0-thinking P6,gemini-flash-2.0-thinking P6,22,6.005248546600342,8072
gemini-flash-2.0-thinking P6,o3-mini-high-search I3000,1,gemini-flash-2.0-thinking P6,o3-mini-high-search I3000,gemini-flash-2.0-thinking P6,7,1.9690401554107666,8073
LeChat P10,claude3.7-sonnet P8,0,claude3.7-sonnet P8,LeChat P10,claude3.7-sonnet P8,7,3.168146848678589,8074
LeChat P10,claude3.7-sonnet P8,1,LeChat P10,claude3.7-sonnet P8,LeChat P10,31,11.186461687088013,8075
Negamax5 P8 T0.1,r1 T0.5,0,Negamax5 P8 T0.1,r1 T0.5,Negamax5 P8 T0.1,19,5.32792854309082,8076
Negamax5 P8 T0.1,r1 T0.5,1,r1 T0.5,Negamax5 P8 T0.1,Negamax5 P8 T0.1,16,4.976304054260254,8077
Negamax5B P6 T0.01,o4-mini-high P10,0,Negamax5B P6 T0.01,o4-mini-high P10,draw,42,1.0246331691741943,8078
Negamax5B P6 T0.01,o4-mini-high P10,1,o4-mini-high P10,Negamax5B P6 T0.01,draw,42,1.5776543617248535,8079
QwQ P1,o4-mini-high P8,0,QwQ P1,o4-mini-high P8,o4-mini-high P8,16,0.10890316963195801,8080
QwQ P1,o4-mini-high P8,1,o4-mini-high P8,QwQ P1,draw,42,0.18377900123596191,8081
Gemini2.5 Pro P6 T0.025,Negamax4 P8 T0.025,0,Negamax4 P8 T0.025,Gemini2.5 Pro P6 T0.025,Gemini2.5 Pro P6 T0.025,34,3.7010443210601807,8082
Gemini2.5 Pro P6 T0.025,Negamax4 P8 T0.025,1,Gemini2.5 Pro P6 T0.025,Negamax4 P8 T0.025,Gemini2.5 Pro P6 T0.025,19,3.863607406616211,8083
Negamax5 P2,Negamax5 P4 T0.025,0,Negamax5 P2,Negamax5 P4 T0.025,Negamax5 P2,17,0.021033287048339844,8084
Negamax5 P2,Negamax5 P4 T0.025,1,Negamax5 P4 T0.025,Negamax5 P2,draw,42,0.04811501502990723,8085
Gemini2.5 Pro P4 T0.1,Negamax5B P8 T0.01,0,Negamax5B P8 T0.01,Gemini2.5 Pro P4 T0.1,Negamax5B P8 T0.01,19,1.2537147998809814,8086
Gemini2.5 Pro P4 T0.1,Negamax5B P8 T0.01,1,Gemini2.5 Pro P4 T0.1,Negamax5B P8 T0.01,Gemini2.5 Pro P4 T0.1,31,1.9095492362976074,8087
Gemini2.5 Flash Thinking P2,o3-mini-high-search I5000,0,o3-mini-high-search I5000,Gemini2.5 Flash Thinking P2,Gemini2.5 Flash Thinking P2,8,2.418555498123169,8088
Gemini2.5 Flash Thinking P2,o3-mini-high-search I5000,1,Gemini2.5 Flash Thinking P2,o3-mini-high-search I5000,o3-mini-high-search I5000,38,5.483286380767822,8089
gpt4o P10 T0.01,o3-mini-high P1,0,gpt4o P10 T0.01,o3-mini-high P1,gpt4o P10 T0.01,19,2.6669375896453857,8090
gpt4o P10 T0.01,o3-mini-high P1,1,o3-mini-high P1,gpt4o P10 T0.01,gpt4o P10 T0.01,22,3.1590914726257324,8091
Negamax5B P8 T0.025,gpt4o P4 T0.025,0,Negamax5B P8 T0.025,gpt4o P4 T0.025,gpt4o P4 T0.025,34,1.3592135906219482,8092
Negamax5B P8 T0.025,gpt4o P4 T0.025,1,gpt4o P4 T0.025,Negamax5B P8 T0.025,Negamax5B P8 T0.025,36,1.4767553806304932,8093
Negamax4 P4 T0.25,Negamax5B P4 T0.01,0,Negamax4 P4 T0.25,Negamax5B P4 T0.01,Negamax5B P4 T0.01,34,0.04466843605041504,8094
Negamax4 P4 T0.25,Negamax5B P4 T0.01,1,Negamax5B P4 T0.01,Negamax4 P4 T0.25,Negamax5B P4 T0.01,33,0.06292009353637695,8095
Negamax5 P6 T0.025,claude3.7-sonnet-thinking P1,0,Negamax5 P6 T0.025,claude3.7-sonnet-thinking P1,Negamax5 P6 T0.025,29,0.24795269966125488,8096
Negamax5 P6 T0.025,claude3.7-sonnet-thinking P1,1,claude3.7-sonnet-thinking P1,Negamax5 P6 T0.025,claude3.7-sonnet-thinking P1,25,0.18864941596984863,8097
Negamax4 P1,o3 P4,0,Negamax4 P1,o3 P4,o3 P4,8,0.5169689655303955,8098
Negamax4 P1,o3 P4,1,o3 P4,Negamax4 P1,o3 P4,15,2.5171027183532715,8099
Default Bot,o4-mini-high P4,0,Default Bot,o4-mini-high P4,o4-mini-high P4,10,0.0010004043579101562,8100
Default Bot,o4-mini-high P4,1,o4-mini-high P4,Default Bot,o4-mini-high P4,7,0.002521991729736328,8101
Negamax5B P4 T0.01,same.dev P6,0,Negamax5B P4 T0.01,same.dev P6,draw,42,1.2476766109466553,8102
Negamax5B P4 T0.01,same.dev P6,1,same.dev P6,Negamax5B P4 T0.01,same.dev P6,39,2.402346134185791,8103
gpt4o P10,o3-mini-high-search I2000,0,gpt4o P10,o3-mini-high-search I2000,gpt4o P10,13,7.81782603263855,8104
gpt4o P10,o3-mini-high-search I2000,1,o3-mini-high-search I2000,gpt4o P10,gpt4o P10,16,8.000587463378906,8105
Negamax3 P6,o1 P4,0,Negamax3 P6,o1 P4,Negamax3 P6,39,1.2780616283416748,8106
Negamax3 P6,o1 P4,1,o1 P4,Negamax3 P6,o1 P4,41,1.4217438697814941,8107
QwQ P1,gpt4o P4 T0.025,0,gpt4o P4 T0.025,QwQ P1,gpt4o P4 T0.025,31,0.5829646587371826,8108
QwQ P1,gpt4o P4 T0.025,1,QwQ P1,gpt4o P4 T0.025,gpt4o P4 T0.025,16,0.2659015655517578,8109
Negamax5 P10 T0.025,o3 P10,0,Negamax5 P10 T0.025,o3 P10,o3 P10,34,10.04603099822998,8110
Negamax5 P10 T0.025,o3 P10,1,o3 P10,Negamax5 P10 T0.025,o3 P10,39,15.362157583236694,8111
QwQ P4,o1 P2,0,o1 P2,QwQ P4,QwQ P4,28,1.3324875831604004,8112
QwQ P4,o1 P2,1,QwQ P4,o1 P2,QwQ P4,17,1.3348963260650635,8113
Gemini2.5 Flash Thinking P2,Negamax4 P4 T0.01,0,Negamax4 P4 T0.01,Gemini2.5 Flash Thinking P2,Negamax4 P4 T0.01,7,0.01803135871887207,8114
Gemini2.5 Flash Thinking P2,Negamax4 P4 T0.01,1,Gemini2.5 Flash Thinking P2,Negamax4 P4 T0.01,Gemini2.5 Flash Thinking P2,33,0.09625101089477539,8115
Gemini2.5 Pro P6 T0.25,Negamax2 P6,0,Negamax2 P6,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,18,1.8920586109161377,8116
Gemini2.5 Pro P6 T0.25,Negamax2 P6,1,Gemini2.5 Pro P6 T0.25,Negamax2 P6,Gemini2.5 Pro P6 T0.25,17,1.995525598526001,8117
QwQ P6,gemini-pro-2.0 P4,0,gemini-pro-2.0 P4,QwQ P6,gemini-pro-2.0 P4,39,6.680904388427734,8118
QwQ P6,gemini-pro-2.0 P4,1,QwQ P6,gemini-pro-2.0 P4,QwQ P6,23,7.429246664047241,8119
Negamax2 P1,gemini-flash-2.0-thinking P4,0,Negamax2 P1,gemini-flash-2.0-thinking P4,gemini-flash-2.0-thinking P4,16,0.3349175453186035,8120
Negamax2 P1,gemini-flash-2.0-thinking P4,1,gemini-flash-2.0-thinking P4,Negamax2 P1,gemini-flash-2.0-thinking P4,7,0.03909134864807129,8121
o1 P4,o4-mini-high P2,0,o1 P4,o4-mini-high P2,o1 P4,21,0.31437206268310547,8122
o1 P4,o4-mini-high P2,1,o4-mini-high P2,o1 P4,draw,42,0.2764444351196289,8123
QwQ P4,o3 P4,0,QwQ P4,o3 P4,QwQ P4,13,2.2057416439056396,8124
QwQ P4,o3 P4,1,o3 P4,QwQ P4,QwQ P4,22,3.3150010108947754,8125
gemini-pro-2.0 P4,o3 P1,0,gemini-pro-2.0 P4,o3 P1,gemini-pro-2.0 P4,7,0.06614112854003906,8126
gemini-pro-2.0 P4,o3 P1,1,o3 P1,gemini-pro-2.0 P4,gemini-pro-2.0 P4,22,0.820868968963623,8127
Negamax5 P8 T0.01,o3-mini-high-search I4000,0,Negamax5 P8 T0.01,o3-mini-high-search I4000,Negamax5 P8 T0.01,13,3.3313262462615967,8128
Negamax5 P8 T0.01,o3-mini-high-search I4000,1,o3-mini-high-search I4000,Negamax5 P8 T0.01,Negamax5 P8 T0.01,24,6.789225339889526,8129
Negamax4 P6 T0.1,same.dev P1,0,Negamax4 P6 T0.1,same.dev P1,Negamax4 P6 T0.1,34,0.1755204200744629,8130
Negamax4 P6 T0.1,same.dev P1,1,same.dev P1,Negamax4 P6 T0.1,same.dev P1,31,0.1217646598815918,8131
Negamax4 P4,Negamax5 P8,0,Negamax4 P4,Negamax5 P8,draw,42,2.449981689453125,8132
Negamax4 P4,Negamax5 P8,1,Negamax5 P8,Negamax4 P4,Negamax5 P8,27,0.8378105163574219,8133
Negamax4 P10 T0.1,gpt4o P10 T0.1,0,Negamax4 P10 T0.1,gpt4o P10 T0.1,gpt4o P10 T0.1,42,18.50630807876587,8134
Negamax4 P10 T0.1,gpt4o P10 T0.1,1,gpt4o P10 T0.1,Negamax4 P10 T0.1,gpt4o P10 T0.1,31,18.24455165863037,8135
Negamax4 P4 T0.025,Negamax5B P4 T0.1,0,Negamax4 P4 T0.025,Negamax5B P4 T0.1,Negamax5B P4 T0.1,42,0.05492234230041504,8136
Negamax4 P4 T0.025,Negamax5B P4 T0.1,1,Negamax5B P4 T0.1,Negamax4 P4 T0.025,Negamax5B P4 T0.1,27,0.044350624084472656,8137
o3-mini-high P1,o3-mini-high P6,0,o3-mini-high P1,o3-mini-high P6,o3-mini-high P6,20,2.8427834510803223,8138
o3-mini-high P1,o3-mini-high P6,1,o3-mini-high P6,o3-mini-high P1,o3-mini-high P6,13,1.6284263134002686,8139
Negamax3 P2,Negamax5B P10 T0.1,0,Negamax3 P2,Negamax5B P10 T0.1,Negamax5B P10 T0.1,26,4.339048862457275,8140
Negamax3 P2,Negamax5B P10 T0.1,1,Negamax5B P10 T0.1,Negamax3 P2,Negamax5B P10 T0.1,29,3.4612674713134766,8141
gemini-flash-2.0-thinking P6,gemini-pro-2.0 P6,0,gemini-flash-2.0-thinking P6,gemini-pro-2.0 P6,gemini-flash-2.0-thinking P6,35,5.292118072509766,8142
gemini-flash-2.0-thinking P6,gemini-pro-2.0 P6,1,gemini-pro-2.0 P6,gemini-flash-2.0-thinking P6,gemini-pro-2.0 P6,31,6.507205247879028,8143
Gemini2.5 Pro P4 T0.01,Gemma2 P4,0,Gemma2 P4,Gemini2.5 Pro P4 T0.01,Gemini2.5 Pro P4 T0.01,18,0.28581857681274414,8144
Gemini2.5 Pro P4 T0.01,Gemma2 P4,1,Gemini2.5 Pro P4 T0.01,Gemma2 P4,Gemini2.5 Pro P4 T0.01,7,0.07546758651733398,8145
Negamax4 P4 T0.025,Negamax4 P8,0,Negamax4 P8,Negamax4 P4 T0.025,Negamax4 P8,39,4.25276780128479,8146
Negamax4 P4 T0.025,Negamax4 P8,1,Negamax4 P4 T0.025,Negamax4 P8,Negamax4 P8,32,5.608967542648315,8147
gpt4o P6,o1 P4,0,gpt4o P6,o1 P4,gpt4o P6,27,7.798124313354492,8148
gpt4o P6,o1 P4,1,o1 P4,gpt4o P6,gpt4o P6,28,9.003459215164185,8149
claude3.7-sonnet-thinking P1,same.dev P4,0,claude3.7-sonnet-thinking P1,same.dev P4,claude3.7-sonnet-thinking P1,11,0.04910540580749512,8150
claude3.7-sonnet-thinking P1,same.dev P4,1,same.dev P4,claude3.7-sonnet-thinking P1,same.dev P4,19,0.17165684700012207,8151
claude3.7-sonnet P1,gemini-flash-2.0-thinking P6,0,claude3.7-sonnet P1,gemini-flash-2.0-thinking P6,gemini-flash-2.0-thinking P6,38,6.756877660751343,8152
claude3.7-sonnet P1,gemini-flash-2.0-thinking P6,1,gemini-flash-2.0-thinking P6,claude3.7-sonnet P1,claude3.7-sonnet P1,22,5.716212272644043,8153
Gemma2 P6,gpt4o P4,0,gpt4o P4,Gemma2 P6,gpt4o P4,21,6.779650449752808,8154
Gemma2 P6,gpt4o P4,1,Gemma2 P6,gpt4o P4,gpt4o P4,22,7.755152225494385,8155
Negamax5B P8 T0.1,o1 P8,0,Negamax5B P8 T0.1,o1 P8,Negamax5B P8 T0.1,39,16.8202965259552,8156
Negamax5B P8 T0.1,o1 P8,1,o1 P8,Negamax5B P8 T0.1,Negamax5B P8 T0.1,28,17.389883518218994,8157
Negamax4 P8 T0.1,claude3.7-sonnet-thinking P8,0,Negamax4 P8 T0.1,claude3.7-sonnet-thinking P8,claude3.7-sonnet-thinking P8,42,10.750060558319092,8158
Negamax4 P8 T0.1,claude3.7-sonnet-thinking P8,1,claude3.7-sonnet-thinking P8,Negamax4 P8 T0.1,claude3.7-sonnet-thinking P8,21,9.69987678527832,8159
o3-mini-high-search I4000,r1 T0.025,0,o3-mini-high-search I4000,r1 T0.025,o3-mini-high-search I4000,17,7.739120721817017,8160
o3-mini-high-search I4000,r1 T0.025,1,r1 T0.025,o3-mini-high-search I4000,r1 T0.025,23,9.611789226531982,8161
Gemini2.5 Pro P4,Gemma2 P2,0,Gemma2 P2,Gemini2.5 Pro P4,Gemini2.5 Pro P4,8,0.28745603561401367,8162
Gemini2.5 Pro P4,Gemma2 P2,1,Gemini2.5 Pro P4,Gemma2 P2,Gemini2.5 Pro P4,7,0.20777058601379395,8163
claude3.7-sonnet P8,o3 P10,0,claude3.7-sonnet P8,o3 P10,claude3.7-sonnet P8,17,7.260692358016968,8164
claude3.7-sonnet P8,o3 P10,1,o3 P10,claude3.7-sonnet P8,claude3.7-sonnet P8,20,8.262459993362427,8165
LeChat P8,Negamax2 P6,0,Negamax2 P6,LeChat P8,Negamax2 P6,17,4.3288750648498535,8166
LeChat P8,Negamax2 P6,1,LeChat P8,Negamax2 P6,Negamax2 P6,18,5.743568420410156,8167
Qwen3 P6,claude3.7-sonnet P8,0,claude3.7-sonnet P8,Qwen3 P6,claude3.7-sonnet P8,27,7.251710414886475,8168
Qwen3 P6,claude3.7-sonnet P8,1,Qwen3 P6,claude3.7-sonnet P8,Qwen3 P6,21,7.7585837841033936,8169
Gemini2.5 Flash Thinking P2,Negamax4 P8 T0.025,0,Negamax4 P8 T0.025,Gemini2.5 Flash Thinking P2,Negamax4 P8 T0.025,33,1.2155580520629883,8170
Gemini2.5 Flash Thinking P2,Negamax4 P8 T0.025,1,Gemini2.5 Flash Thinking P2,Negamax4 P8 T0.025,draw,42,7.388343334197998,8171
Gemini2.5 Pro P1,Qwen3 P1,0,Gemini2.5 Pro P1,Qwen3 P1,Gemini2.5 Pro P1,7,0.01855015754699707,8172
Gemini2.5 Pro P1,Qwen3 P1,1,Qwen3 P1,Gemini2.5 Pro P1,Qwen3 P1,7,0.012553691864013672,8173
Gemma2 P2,Negamax4 P6,0,Negamax4 P6,Gemma2 P2,Negamax4 P6,15,0.3894670009613037,8174
Gemma2 P2,Negamax4 P6,1,Gemma2 P2,Negamax4 P6,Negamax4 P6,22,0.2016918659210205,8175
LeChat P8,Negamax5 P6 T0.01,0,Negamax5 P6 T0.01,LeChat P8,Negamax5 P6 T0.01,7,1.7235074043273926,8176
LeChat P8,Negamax5 P6 T0.01,1,LeChat P8,Negamax5 P6 T0.01,Negamax5 P6 T0.01,24,6.158282279968262,8177
gemini-flash-2.0-thinking P4,r1 T0.5,0,r1 T0.5,gemini-flash-2.0-thinking P4,gemini-flash-2.0-thinking P4,18,4.899351119995117,8178
gemini-flash-2.0-thinking P4,r1 T0.5,1,gemini-flash-2.0-thinking P4,r1 T0.5,gemini-flash-2.0-thinking P4,19,4.906607389450073,8179
Negamax4 P6,o4-mini-high P8,0,Negamax4 P6,o4-mini-high P8,o4-mini-high P8,24,1.123682975769043,8180
Negamax4 P6,o4-mini-high P8,1,o4-mini-high P8,Negamax4 P6,o4-mini-high P8,31,1.0838971138000488,8181
Negamax3 P6,claude3.7-sonnet P8,0,Negamax3 P6,claude3.7-sonnet P8,claude3.7-sonnet P8,32,6.2402262687683105,8182
Negamax3 P6,claude3.7-sonnet P8,1,claude3.7-sonnet P8,Negamax3 P6,Negamax3 P6,24,5.50326943397522,8183
Gemini2.5 Pro P6 T0.25,o3 P6,0,Gemini2.5 Pro P6 T0.25,o3 P6,Gemini2.5 Pro P6 T0.25,27,6.772820234298706,8184
Gemini2.5 Pro P6 T0.25,o3 P6,1,o3 P6,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,18,4.5427772998809814,8185
Gemini2.5 Flash Thinking P1,gemini-flash-2.0 P6,0,gemini-flash-2.0 P6,Gemini2.5 Flash Thinking P1,gemini-flash-2.0 P6,19,2.479003667831421,8186
Gemini2.5 Flash Thinking P1,gemini-flash-2.0 P6,1,Gemini2.5 Flash Thinking P1,gemini-flash-2.0 P6,draw,42,3.0142877101898193,8187
gpt4o P4 T0.1,o3 P8,0,gpt4o P4 T0.1,o3 P8,gpt4o P4 T0.1,11,2.8076629638671875,8188
gpt4o P4 T0.1,o3 P8,1,o3 P8,gpt4o P4 T0.1,gpt4o P4 T0.1,26,7.8354597091674805,8189
Negamax4 P6 T0.01,QwQ P1,0,Negamax4 P6 T0.01,QwQ P1,Negamax4 P6 T0.01,15,0.7230687141418457,8190
Negamax4 P6 T0.01,QwQ P1,1,QwQ P1,Negamax4 P6 T0.01,Negamax4 P6 T0.01,24,0.21574974060058594,8191
Gemini2.5 Pro P4 T0.025,gemini-flash-2.0-thinking P2,0,gemini-flash-2.0-thinking P2,Gemini2.5 Pro P4 T0.025,Gemini2.5 Pro P4 T0.025,34,0.3865540027618408,8192
Gemini2.5 Pro P4 T0.025,gemini-flash-2.0-thinking P2,1,Gemini2.5 Pro P4 T0.025,gemini-flash-2.0-thinking P2,Gemini2.5 Pro P4 T0.025,7,0.06858444213867188,8193
gpt4o P8,o4-mini-high P6,0,gpt4o P8,o4-mini-high P6,o4-mini-high P6,40,9.24990725517273,8194
gpt4o P8,o4-mini-high P6,1,o4-mini-high P6,gpt4o P8,draw,42,10.883026123046875,8195
Negamax5 P6,Negamax5 P6 T0.01,0,Negamax5 P6,Negamax5 P6 T0.01,Negamax5 P6 T0.01,40,1.4180240631103516,8196
Negamax5 P6,Negamax5 P6 T0.01,1,Negamax5 P6 T0.01,Negamax5 P6,Negamax5 P6 T0.01,27,0.8680591583251953,8197
Gemini2.5 Flash Thinking P4,gemini-flash-2.0-thinking P4,0,gemini-flash-2.0-thinking P4,Gemini2.5 Flash Thinking P4,gemini-flash-2.0-thinking P4,13,0.1509084701538086,8198
Gemini2.5 Flash Thinking P4,gemini-flash-2.0-thinking P4,1,Gemini2.5 Flash Thinking P4,gemini-flash-2.0-thinking P4,Gemini2.5 Flash Thinking P4,39,0.26492810249328613,8199
Negamax5B P8 T0.025,Negamax5B P8 T0.1,0,Negamax5B P8 T0.025,Negamax5B P8 T0.1,draw,42,5.861071348190308,8200
Negamax5B P8 T0.025,Negamax5B P8 T0.1,1,Negamax5B P8 T0.1,Negamax5B P8 T0.025,draw,42,3.2195065021514893,8201
Negamax5B P10 T0.025,gpt4o P10 T0.01,0,Negamax5B P10 T0.025,gpt4o P10 T0.01,Negamax5B P10 T0.025,37,6.839021444320679,8202
Negamax5B P10 T0.025,gpt4o P10 T0.01,1,gpt4o P10 T0.01,Negamax5B P10 T0.025,draw,42,14.352168083190918,8203
Negamax P1,o4-mini-high P6,0,Negamax P1,o4-mini-high P6,o4-mini-high P6,8,0.00851583480834961,8204
Negamax P1,o4-mini-high P6,1,o4-mini-high P6,Negamax P1,o4-mini-high P6,7,0.00750732421875,8205
Gemini2.5 Flash Thinking P4,Negamax5 P2,0,Negamax5 P2,Gemini2.5 Flash Thinking P4,Negamax5 P2,9,0.04238629341125488,8206
Gemini2.5 Flash Thinking P4,Negamax5 P2,1,Gemini2.5 Flash Thinking P4,Negamax5 P2,Gemini2.5 Flash Thinking P4,29,0.09136319160461426,8207
Negamax4 P10 T0.01,Negamax5 P10 T0.025,0,Negamax4 P10 T0.01,Negamax5 P10 T0.025,Negamax4 P10 T0.01,35,21.894325971603394,8208
Negamax4 P10 T0.01,Negamax5 P10 T0.025,1,Negamax5 P10 T0.025,Negamax4 P10 T0.01,Negamax4 P10 T0.01,40,29.79442310333252,8209
QwQ P2,o3-mini-high P6,0,o3-mini-high P6,QwQ P2,o3-mini-high P6,9,2.1693193912506104,8210
QwQ P2,o3-mini-high P6,1,QwQ P2,o3-mini-high P6,QwQ P2,37,10.758793354034424,8211
LeChat P10,Negamax5 P6 T0.1,0,Negamax5 P6 T0.1,LeChat P10,LeChat P10,38,8.124156951904297,8212
LeChat P10,Negamax5 P6 T0.1,1,LeChat P10,Negamax5 P6 T0.1,draw,42,11.38517165184021,8213
Gemini2.5 Pro P6,Gemini2.5 Pro P6 T0.1,0,Gemini2.5 Pro P6,Gemini2.5 Pro P6 T0.1,Gemini2.5 Pro P6,27,6.05748438835144,8214
Gemini2.5 Pro P6,Gemini2.5 Pro P6 T0.1,1,Gemini2.5 Pro P6 T0.1,Gemini2.5 Pro P6,Gemini2.5 Pro P6,36,11.688452005386353,8215
Negamax3 P2,same.dev P1,0,Negamax3 P2,same.dev P1,Negamax3 P2,15,0.0010008811950683594,8216
Negamax3 P2,same.dev P1,1,same.dev P1,Negamax3 P2,same.dev P1,33,0.0029993057250976562,8217
LeChat P2,gemini-flash-2.0 P6,0,gemini-flash-2.0 P6,LeChat P2,gemini-flash-2.0 P6,9,0.6078050136566162,8218
LeChat P2,gemini-flash-2.0 P6,1,LeChat P2,gemini-flash-2.0 P6,LeChat P2,15,0.6874494552612305,8219
QwQ P1,gemini-flash-2.0-thinking P2,0,gemini-flash-2.0-thinking P2,QwQ P1,gemini-flash-2.0-thinking P2,15,0.015056133270263672,8220
QwQ P1,gemini-flash-2.0-thinking P2,1,QwQ P1,gemini-flash-2.0-thinking P2,QwQ P1,11,0.008001327514648438,8221
Gemini2.5 Flash Thinking P4,Gemma2 P2,0,Gemma2 P2,Gemini2.5 Flash Thinking P4,Gemini2.5 Flash Thinking P4,8,0.033052682876586914,8222
Gemini2.5 Flash Thinking P4,Gemma2 P2,1,Gemini2.5 Flash Thinking P4,Gemma2 P2,draw,42,0.3127632141113281,8223
gpt4o P4 T0.025,o3-mini-high-search I3000,0,gpt4o P4 T0.025,o3-mini-high-search I3000,gpt4o P4 T0.025,13,6.0980002880096436,8224
gpt4o P4 T0.025,o3-mini-high-search I3000,1,o3-mini-high-search I3000,gpt4o P4 T0.025,gpt4o P4 T0.025,18,4.264703989028931,8225
Negamax4 P6 T0.025,Negamax5 P6 T0.01,0,Negamax4 P6 T0.025,Negamax5 P6 T0.01,Negamax5 P6 T0.01,32,0.3477287292480469,8226
Negamax4 P6 T0.025,Negamax5 P6 T0.01,1,Negamax5 P6 T0.01,Negamax4 P6 T0.025,Negamax5 P6 T0.01,37,0.43140554428100586,8227
Gemini2.5 Pro P1,Negamax2 P8,0,Negamax2 P8,Gemini2.5 Pro P1,Negamax2 P8,15,3.1815133094787598,8228
Gemini2.5 Pro P1,Negamax2 P8,1,Gemini2.5 Pro P1,Negamax2 P8,Negamax2 P8,14,21.12318181991577,8229
Gemini2.5 Flash Thinking P4,LeChat P1,0,LeChat P1,Gemini2.5 Flash Thinking P4,LeChat P1,13,0.06078147888183594,8230
Gemini2.5 Flash Thinking P4,LeChat P1,1,Gemini2.5 Flash Thinking P4,LeChat P1,Gemini2.5 Flash Thinking P4,33,0.09220051765441895,8231
Negamax4 P10 T0.01,Negamax4 P6 T0.01,0,Negamax4 P6 T0.01,Negamax4 P10 T0.01,Negamax4 P10 T0.01,42,53.895429372787476,8232
Negamax4 P10 T0.01,Negamax4 P6 T0.01,1,Negamax4 P10 T0.01,Negamax4 P6 T0.01,Negamax4 P10 T0.01,29,18.819623231887817,8233
Negamax4 P4 T0.25,gemini-flash-2.0 P1,0,Negamax4 P4 T0.25,gemini-flash-2.0 P1,Negamax4 P4 T0.25,19,0.019028186798095703,8234
Negamax4 P4 T0.25,gemini-flash-2.0 P1,1,gemini-flash-2.0 P1,Negamax4 P4 T0.25,Negamax4 P4 T0.25,14,0.013509750366210938,8235
gemini-flash-2.0-thinking P4,gemini-pro-2.0 P6,0,gemini-flash-2.0-thinking P4,gemini-pro-2.0 P6,gemini-flash-2.0-thinking P4,35,3.1473007202148438,8236
gemini-flash-2.0-thinking P4,gemini-pro-2.0 P6,1,gemini-pro-2.0 P6,gemini-flash-2.0-thinking P4,gemini-pro-2.0 P6,31,2.0735793113708496,8237
Negamax P2,o3-mini-high-search I2000,0,Negamax P2,o3-mini-high-search I2000,Negamax P2,27,11.682114124298096,8238
Negamax P2,o3-mini-high-search I2000,1,o3-mini-high-search I2000,Negamax P2,Negamax P2,22,3.573225975036621,8239
claude3.7-sonnet-thinking P1,o3-mini-high-search I4000,0,o3-mini-high-search I4000,claude3.7-sonnet-thinking P1,claude3.7-sonnet-thinking P1,16,2.1738381385803223,8240
claude3.7-sonnet-thinking P1,o3-mini-high-search I4000,1,claude3.7-sonnet-thinking P1,o3-mini-high-search I4000,claude3.7-sonnet-thinking P1,17,1.9016060829162598,8241
Gemini2.5 Pro P4 T0.025,o3-mini-high-search I5000,0,o3-mini-high-search I5000,Gemini2.5 Pro P4 T0.025,Gemini2.5 Pro P4 T0.025,12,2.6725027561187744,8242
