bot1,bot2,bot1_wins,bot2_wins,draws,total_moves,total_time,bot1_type,bot2_type
o1 P2,Negamax4 P4 T0.01,1,1,0,60,0.10863661766052246,Other,Negamax4
gpt4o P12 T0.025,Negamax2 P8,1,1,0,38,29.899623155593872,Other,Negamax2
gpt4o P8 T0.025,o3-mini-high-search I2000,2,0,0,27,6.1554036140441895,Other,Other
gemini-flash-2.0-thinking P2,o1 P2,1,1,0,14,0.0219266414642334,Other,Other
Gemma3 P1,Negamax3 P4,0,2,0,43,0.06976628303527832,Other,Negamax3
gpt4o P4 T0.1,QwQ P2,1,1,0,52,2.9112582206726074,Other,Other
claude3.7-sonnet-thinking P8,gpt4o P10,2,0,0,71,27.43088388442993,Other,Other
gpt4o P4 T0.025,Negamax5B P4 T0.25,0,1,1,74,1.3165946006774902,Other,Negamax5B
r1 T0.25,claude3.7-sonnet-thinking P1,0,2,0,29,14.021084070205688,Other,Other
same.dev P2,gpt4o P2,1,1,0,48,0.6857061386108398,Other,Other
gpt4o P8 T0.1,Gemma3 P1,2,0,0,45,4.366389513015747,Other,Other
claude3.7-sonnet P2,Negamax3 P6,2,0,0,39,6.016867160797119,Other,Negamax3
gpt4o P10,Neural Bot genomes/checkpoint_gen200.pkl,2,0,0,19,5.7069032192230225,Other,NeuralBot
gpt4o P6 T0.1,Negamax5B P8 T0.01,2,0,0,75,5.529497861862183,Other,Negamax5B
claude3.7-sonnet-thinking P1,Negamax4 P8 T0.1,0,0,2,84,2.866408348083496,Other,Negamax4
QwQ P6,Negamax4 P6 T0.1,2,0,0,71,19.63849949836731,Other,Negamax4
gpt4o P10 T0.1,Negamax5 P8 T0.01,2,0,0,57,11.349025249481201,Other,Negamax5
gpt4o P10 T0.25,Negamax5 P8,1,1,0,58,11.573275089263916,Other,Negamax5
r1 T0.25,Negamax P4,0,2,0,33,16.175874710083008,Other,Negamax
claude3.7-sonnet P6,gpt4o P12 T0.025,1,1,0,26,19.228659629821777,Other,Other
o3-mini-high-search I3000,gpt4o P4 T0.01,0,2,0,33,6.161383867263794,Other,Other
claude3.7-sonnet P12,Neural Bot genomes/winner6_gen200.pkl,2,0,0,21,2.5644192695617676,Other,NeuralBot
Gemma3 P1,o3-mini-high-search I2000,1,1,0,64,10.467973709106445,Other,Other
claude3.7-sonnet P8,gemini-flash-2.0 P8,2,0,0,33,12.820101261138916,Other,Other
gpt4o P10 T0.01,Negamax4 P6 T0.25,2,0,0,57,7.422164678573608,Other,Negamax4
QwQ P2,Negamax5B P8 T0.1,1,1,0,60,1.5547971725463867,Other,Negamax5B
same.dev P4,Negamax4 P10 T0.025,1,1,0,70,25.077301502227783,Other,Negamax4
o3-mini-high-search I7000,LeChat P10,0,2,0,31,22.257524251937866,Other,Other
QwQ P1,gemini-flash-2.0 P1,2,0,0,15,0.006976604461669922,Other,Other
o3-mini-high-search I5000,Negamax5B P12,0,2,0,37,83.91913890838623,Other,Negamax5B
LeChat P6,Negamax4 P4,0,0,2,84,1.4830374717712402,Other,Negamax4
o3-mini-high-search I4000,Negamax5B P4 T0.1,0,2,0,31,6.436463356018066,Other,Negamax5B
same.dev P8,Negamax5B P10 T0.25,0,1,1,53,18.863880157470703,Other,Negamax5B
gemini-flash-2.0-thinking P2,Negamax5 P8 T0.01,2,0,0,73,2.4358503818511963,Other,Negamax5
LeChat P8,o3-mini-high P6,0,2,0,49,9.797218084335327,Other,Other
r1 T0.025,Negamax4 P10 T0.25,0,2,0,43,49.68404746055603,Other,Negamax4
gemini-flash-2.0 P1,gpt4o P8 T0.25,0,2,0,17,2.190671443939209,Other,Other
gpt4o P1,gemini-pro-2.0 P6,0,2,0,21,1.4780540466308594,Other,Other
gpt4o P8 T0.1,Negamax4 P2,2,0,0,51,4.978341579437256,Other,Negamax4
gpt4o P4 T0.1,Neural Bot genomes/winner3_gen1000.pkl,2,0,0,43,2.9720559120178223,Other,NeuralBot
gemini-flash-2.0 P2,gpt4o P8 T0.1,0,1,1,53,3.1883320808410645,Other,Other
o1 P6,Neural Bot genomes/winner2_gen1200.pkl,2,0,0,33,2.980027914047241,Other,NeuralBot
gpt4o P6 T0.25,Neural Bot genomes/winner_gen100.pkl,2,0,0,25,4.588646173477173,Other,NeuralBot
gemini-pro-2.0 P8,Negamax4 P6 T0.025,2,0,0,39,18.9436137676239,Other,Negamax4
Gemma3 P1,Negamax4 P6 T0.025,0,2,0,57,0.6627821922302246,Other,Negamax4
gpt4o P1,claude3.7-sonnet-thinking P1,0,2,0,31,0.4714229106903076,Other,Other
QwQ P2,gpt4o P2,1,1,0,26,0.5202584266662598,Other,Other
gemini-pro-2.0 P2,QwQ P4,0,2,0,55,2.855445146560669,Other,Other
r1 T0.025,claude3.7-sonnet P8,1,1,0,30,19.56449317932129,Other,Other
claude3.7-sonnet P6,Negamax5 P8 T0.025,1,1,0,60,11.862264394760132,Other,Negamax5
o3-mini-high P1,Negamax4 P4,0,2,0,39,0.05282330513000488,Other,Negamax4
gpt4o P8,o3-mini-high-search I1000,2,0,0,33,6.7772791385650635,Other,Other
Gemma3 P6,Negamax5 P10 T0.25,0,2,0,27,15.595771789550781,Other,Negamax5
o1 P8,Neural Bot winner_gen1000.pkl,2,0,0,17,19.36914610862732,Other,NeuralBot
gpt4o P4 T0.25,Negamax5 P4 T0.25,2,0,0,59,7.963311195373535,Other,Negamax5
r1 T0.25,gpt4o P6 T0.1,0,2,0,33,18.24590492248535,Other,Other
Gemma3 P1,Negamax3 P1,1,1,0,44,0.010963201522827148,Other,Negamax3
gpt4o P4 T0.25,claude3.7-sonnet P4,2,0,0,37,12.434448719024658,Other,Other
LeChat P6,Negamax5 P10,0,2,0,65,15.727429628372192,Other,Negamax5
gpt4o P10,Negamax2 P4,2,0,0,43,7.279696941375732,Other,Negamax2
gpt4o P12 T0.1,Negamax4 P6,2,0,0,47,47.443973779678345,Other,Negamax4
claude3.7-sonnet P6,o3-mini-high-search I5000,2,0,0,31,10.568691730499268,Other,Other
gemini-flash-2.0-thinking P6,Negamax5 P10 T0.01,1,1,0,64,20.178536415100098,Other,Negamax5
LeChat P4,Gemma3 P4,2,0,0,39,0.47540926933288574,Other,Other
gemini-flash-2.0 P4,o3-mini-high P4,0,2,0,33,0.9757351875305176,Other,Other
claude3.7-sonnet-thinking P6,Negamax4 P1,2,0,0,19,2.6142525672912598,Other,Negamax4
gpt4o P1,Negamax5 P6,0,2,0,31,0.7086288928985596,Other,Negamax5
Gemma3 P6,Negamax4 P4 T0.01,0,1,1,51,2.136850357055664,Other,Negamax4
gpt4o P12 T0.025,Negamax5 P8 T0.25,1,1,0,46,35.514222621917725,Other,Negamax5
Gemma3 P2,Negamax5 P6 T0.01,0,2,0,29,0.30896711349487305,Other,Negamax5
gpt4o P12 T0.25,Negamax4 P1,2,0,0,15,21.143308639526367,Other,Negamax4
o1 P2,gpt4o P12 T0.1,0,2,0,29,53.33027696609497,Other,Other
gpt4o P8,Negamax4 P8 T0.25,1,1,0,74,5.457835912704468,Other,Negamax4
QwQ P2,Negamax2 P4,1,1,0,66,0.34982919692993164,Other,Negamax2
gpt4o P6 T0.1,LeChat P1,2,0,0,43,3.0786983966827393,Other,Other
gemini-pro-2.0 P2,Neural Bot winner_1gen50.pkl,2,0,0,17,0.020929813385009766,Other,NeuralBot
gpt4o P4 T0.01,Negamax5 P4 T0.025,1,0,1,65,0.5202591419219971,Other,Negamax5
gpt4o P12,gpt4o P4 T0.1,0,2,0,65,38.064688205718994,Other,Other
Gemma3 P6,Negamax5B P6,0,2,0,57,2.4986393451690674,Other,Negamax5B
r1 T0.01,Negamax5 P8,0,1,1,61,31.34716534614563,Other,Negamax5
o3-mini-high-search I5000,Negamax4 P8 T0.1,0,2,0,45,15.258001327514648,Other,Negamax4
gemini-pro-2.0 P1,Negamax4 P6 T0.01,1,1,0,34,0.2860429286956787,Other,Negamax4
claude3.7-sonnet-thinking P6,QwQ P4,0,2,0,77,9.64781641960144,Other,Other
claude3.7-sonnet P1,Negamax4 P8,1,0,1,74,15.327768087387085,Other,Negamax4
o3-mini-high-search I2000,Negamax5B P10 T0.025,0,2,0,49,15.144381284713745,Other,Negamax5B
gpt4o P10 T0.1,Negamax3 P1,2,0,0,15,2.77172589302063,Other,Negamax3
gpt4o P6 T0.025,same.dev P8,1,1,0,50,12.371702432632446,Other,Other
gemini-flash-2.0-thinking P4,Negamax2 P1,2,0,0,15,0.18338584899902344,Other,Negamax2
o3-mini-high-search I4000,Negamax P6,0,2,0,43,15.743420124053955,Other,Negamax
gemini-flash-2.0-thinking P2,gpt4o P8 T0.025,0,2,0,43,1.9644269943237305,Other,Other
gpt4o P4 T0.25,Negamax P6,2,0,0,55,15.027715921401978,Other,Negamax
o3-mini-high-search I4000,same.dev P4,1,1,0,54,7.919500112533569,Other,Other
claude3.7-sonnet-thinking P1,gpt4o P12 T0.025,1,1,0,58,27.572794437408447,Other,Other
claude3.7-sonnet P6,Negamax5B P6 T0.025,1,1,0,56,9.120481967926025,Other,Negamax5B
gpt4o P8,Negamax5 P12 T0.1,2,0,0,67,44.986528158187866,Other,Negamax5
claude3.7-sonnet-thinking P6,claude3.7-sonnet P6,1,1,0,58,17.056926488876343,Other,Other
claude3.7-sonnet-thinking P4,Negamax5 P6 T0.1,2,0,0,75,2.082033395767212,Other,Negamax5
gpt4o P8 T0.01,r1 T0.01,1,0,1,53,27.352532148361206,Other,Other
o3-mini-high-search I7000,o3-mini-high P1,2,0,0,69,14.709779739379883,Other,Other
claude3.7-sonnet-thinking P4,Neural Bot genomes/winner_gen100.pkl,2,0,0,17,0.4026529788970947,Other,NeuralBot
gpt4o P6 T0.01,Neural Bot genomes/winner4_gen300.pkl,2,0,0,29,0.3727540969848633,Other,NeuralBot
gemini-flash-2.0-thinking P6,Negamax5 P4 T0.025,2,0,0,49,3.5142409801483154,Other,Negamax5
gemini-pro-2.0 P1,claude3.7-sonnet-thinking P4,0,2,0,37,0.5501587390899658,Other,Other
gemini-pro-2.0 P6,Negamax5B P2,2,0,0,29,1.901637077331543,Other,Negamax5B
o3-mini-high-search I5000,Negamax3 P4,0,2,0,15,3.1554417610168457,Other,Negamax3
r1 T0.25,gpt4o P4 T0.1,0,2,0,33,18.144289016723633,Other,Other
claude3.7-sonnet-thinking P1,Negamax P4,2,0,0,49,0.2132861614227295,Other,Negamax
gemini-flash-2.0 P1,gpt4o P12 T0.1,0,2,0,15,13.479896068572998,Other,Other
o1 P8,Negamax4 P1,2,0,0,27,17.15759038925171,Other,Negamax4
Gemma3 P2,Neural Bot genomes/winner5_gen300.pkl,2,0,0,41,0.0378727912902832,Other,NeuralBot
gpt4o P12 T0.01,same.dev P8,0,2,0,25,24.85891890525818,Other,Other
gpt4o P2,claude3.7-sonnet P10,0,2,0,45,5.776670694351196,Other,Other
claude3.7-sonnet P10,Negamax P4,2,0,0,33,3.839154005050659,Other,Negamax
gemini-flash-2.0-thinking P2,Negamax5 P6 T0.025,1,0,1,77,0.620922327041626,Other,Negamax5
gpt4o P12 T0.25,Negamax5B P8 T0.1,0,1,1,78,45.872563123703,Other,Negamax5B
claude3.7-sonnet-thinking P6,Negamax5B P4 T0.025,1,1,0,56,4.868708848953247,Other,Negamax5B
same.dev P2,Default Bot,1,1,0,20,0.0009968280792236328,Other,DefaultBot
o3-mini-high P4,Random Bot,2,0,0,27,0.39467930793762207,Other,RandomBot
gemini-flash-2.0 P6,Negamax5 P8,0,2,0,67,5.76570725440979,Other,Negamax5
gpt4o P4,Neural Bot winner_1gen1500.pkl,1,1,0,32,0.45647287368774414,Other,NeuralBot
gemini-flash-2.0 P6,Neural Bot winner_1gen1000.pkl,2,0,0,21,1.3773910999298096,Other,NeuralBot
gpt4o P6 T0.01,Negamax5 P10 T0.01,1,0,1,81,11.561315774917603,Other,Negamax5
claude3.7-sonnet-thinking P2,Negamax5 P4 T0.25,2,0,0,73,0.1694333553314209,Other,Negamax5
claude3.7-sonnet-thinking P1,Negamax4 P4 T0.01,2,0,0,49,0.05398273468017578,Other,Negamax4
gpt4o P6,Negamax5 P6 T0.25,1,0,1,75,1.3626034259796143,Other,Negamax5
claude3.7-sonnet P10,Neural Bot genomes/winner2_gen1200.pkl,2,0,0,37,5.329330205917358,Other,NeuralBot
gpt4o P6 T0.1,Negamax5B P8 T0.025,0,1,1,81,5.05629301071167,Other,Negamax5B
claude3.7-sonnet P1,Negamax5 P10 T0.025,1,1,0,54,19.08435368537903,Other,Negamax5
gpt4o P10 T0.25,Negamax5 P4 T0.01,1,0,1,61,10.368517875671387,Other,Negamax5
claude3.7-sonnet P8,Negamax2 P4,2,0,0,49,7.353605508804321,Other,Negamax2
QwQ P2,Negamax4 P10 T0.01,2,0,0,73,32.53943109512329,Other,Negamax4
Gemma3 P6,Negamax4 P8 T0.01,0,2,0,69,11.448903322219849,Other,Negamax4
gpt4o P8 T0.1,Negamax2 P4,2,0,0,55,5.138853549957275,Other,Negamax2
QwQ P1,Negamax5B P10 T0.1,0,1,1,69,9.393778800964355,Other,Negamax5B
gpt4o P4 T0.01,Negamax4 P8 T0.1,1,1,0,60,3.179361343383789,Other,Negamax4
gemini-pro-2.0 P2,Negamax5 P8,0,1,1,70,3.3019516468048096,Other,Negamax5
gpt4o P6 T0.1,Negamax P1,2,0,0,29,2.131866216659546,Other,Negamax
gpt4o P12,o3-mini-high P6,0,2,0,69,39.57588577270508,Other,Other
gpt4o P8,Negamax4 P10 T0.25,1,1,0,70,33.098461627960205,Other,Negamax4
claude3.7-sonnet P12,Negamax5B P8 T0.25,1,1,0,66,11.665175914764404,Other,Negamax5B
QwQ P1,gpt4o P4 T0.01,1,1,0,54,0.42158961296081543,Other,Other
claude3.7-sonnet-thinking P8,Negamax4 P6 T0.01,2,0,0,67,23.64808416366577,Other,Negamax4
gpt4o P6,Negamax2 P8,2,0,0,59,5.533484697341919,Other,Negamax2
gemini-pro-2.0 P2,Negamax5 P4 T0.01,0,1,1,76,0.14650964736938477,Other,Negamax5
o1 P8,Gemma3 P8,2,0,0,15,11.836443185806274,Other,Other
r1 T0.025,Neural Bot genomes/winner8.pkl,1,1,0,26,13.114166975021362,Other,NeuralBot
LeChat P6,Negamax4 P10 T0.1,0,2,0,61,125.33582258224487,Other,Negamax4
o3-mini-high P4,Negamax5B P12,1,1,0,68,48.42622947692871,Other,Negamax5B
gemini-flash-2.0 P1,Negamax5 P8 T0.01,0,2,0,25,0.8312187194824219,Other,Negamax5
gemini-pro-2.0 P8,Neural Bot genomes/winner7_gen900.pkl,2,0,0,19,8.428796529769897,Other,NeuralBot
gemini-pro-2.0 P2,Negamax4 P4 T0.01,1,1,0,44,0.1096336841583252,Other,Negamax4
claude3.7-sonnet-thinking P6,Neural Bot winner_gen1000.pkl,2,0,0,23,2.627208709716797,Other,NeuralBot
o3-mini-high P2,Negamax5B P12,1,1,0,50,71.61962246894836,Other,Negamax5B
o1 P4,gemini-flash-2.0-thinking P2,2,0,0,41,0.2790663242340088,Other,Other
LeChat P2,gemini-pro-2.0 P4,0,1,1,59,0.736534833908081,Other,Other
claude3.7-sonnet-thinking P2,Negamax5B P4 T0.25,1,0,1,76,0.15946650505065918,Other,Negamax5B
o3-mini-high-search I4000,Negamax3 P4,0,2,0,51,9.132442474365234,Other,Negamax3
Gemma3 P2,Negamax5 P12 T0.25,0,2,0,45,56.983595848083496,Other,Negamax5
gpt4o P4 T0.25,Neural Bot genomes/winner3_gen800.pkl,2,0,0,29,5.319201469421387,Other,NeuralBot
gpt4o P6 T0.025,Negamax2 P6,1,0,1,69,1.8941400051116943,Other,Negamax2
gpt4o P4 T0.01,Negamax5B P6 T0.025,1,0,1,78,0.8526239395141602,Other,Negamax5B
gemini-flash-2.0 P6,Negamax4 P10,0,2,0,45,36.94669198989868,Other,Negamax4
gpt4o P12,Negamax5 P10 T0.025,1,1,0,54,44.56818985939026,Other,Negamax5
gemini-flash-2.0-thinking P1,gpt4o P8 T0.1,0,2,0,31,2.6243250370025635,Other,Other
gpt4o P12 T0.01,Negamax5 P10 T0.1,0,1,1,59,41.10876536369324,Other,Negamax5
claude3.7-sonnet P4,Negamax4 P8,2,0,0,75,13.77302074432373,Other,Negamax4
o3-mini-high-search I4000,same.dev P8,0,2,0,31,7.982396602630615,Other,Other
r1 T0.1,gpt4o P6 T0.25,0,2,0,33,21.768479824066162,Other,Other
LeChat P6,Negamax5B P8 T0.25,0,1,1,69,2.522559642791748,Other,Negamax5B
gemini-flash-2.0-thinking P4,o3-mini-high P6,0,2,0,53,4.579306602478027,Other,Other
gemini-flash-2.0-thinking P6,Negamax5 P12 T0.25,1,1,0,74,67.5682852268219,Other,Negamax5
r1 T0.025,Negamax5B P12 T0.01,0,2,0,41,64.06102061271667,Other,Negamax5B
Gemma3 P4,Neural Bot winner_1gen50.pkl,2,0,0,29,0.22125983238220215,Other,NeuralBot
gpt4o P6 T0.25,Negamax3 P2,2,0,0,49,8.136879682540894,Other,Negamax3
claude3.7-sonnet-thinking P4,Neural Bot winner_gen200.pkl,2,0,0,27,0.5820529460906982,Other,NeuralBot
gpt4o P8 T0.01,Neural Bot genomes/checkpoint_gen200.pkl,2,0,0,19,0.8571321964263916,Other,NeuralBot
Gemma3 P8,Neural Bot winner_1gen1000.pkl,2,0,0,27,10.960432529449463,Other,NeuralBot
gpt4o P10 T0.25,Neural Bot genomes/winner4_gen300.pkl,2,0,0,29,6.788392066955566,Other,NeuralBot
o3-mini-high-search I5000,r1 T0.25,1,1,0,38,26.49167490005493,Other,Other
gpt4o P10 T0.01,same.dev P4,1,1,0,46,7.899197578430176,Other,Other
o3-mini-high-search I3000,Negamax5 P4 T0.025,0,2,0,15,3.285007953643799,Other,Negamax5
claude3.7-sonnet P4,Neural Bot genomes/winner_gen100.pkl,2,0,0,17,2.4647529125213623,Other,NeuralBot
LeChat P4,claude3.7-sonnet P2,1,1,0,46,7.7460808753967285,Other,Other
gpt4o P6 T0.01,Negamax4 P4,2,0,0,59,0.5372023582458496,Other,Negamax4
o3-mini-high-search I7000,same.dev P2,0,2,0,43,7.048415899276733,Other,Other
gpt4o P10,Neural Bot genomes/winner8.pkl,2,0,0,27,5.885307312011719,Other,NeuralBot
gpt4o P10 T0.01,Negamax5 P1,2,0,0,21,3.5650711059570312,Other,Negamax5
gpt4o P8,Neural Bot winner_gen200.pkl,2,0,0,25,0.9029784202575684,Other,NeuralBot
o3-mini-high P2,Gemma3 P8,2,0,0,53,9.492239713668823,Other,Other
Gemma3 P8,Negamax5 P6,0,2,0,23,7.633458852767944,Other,Negamax5
gpt4o P10 T0.01,QwQ P6,0,2,0,49,24.468234300613403,Other,Other
claude3.7-sonnet-thinking P2,gpt4o P2,1,1,0,24,0.3886995315551758,Other,Other
gpt4o P10 T0.025,Negamax4 P2,2,0,0,39,6.259056806564331,Other,Negamax4
gpt4o P4 T0.1,Negamax4 P4 T0.1,2,0,0,55,3.302948236465454,Other,Negamax4
gpt4o P12 T0.25,Negamax4 P8,0,0,2,84,54.743143796920776,Other,Negamax4
gpt4o P8 T0.025,Negamax4 P8 T0.1,2,0,0,55,4.206923007965088,Other,Negamax4
r1 T1,Negamax5B P6,0,2,0,47,23.241339445114136,Other,Negamax5B
claude3.7-sonnet P6,gemini-flash-2.0-thinking P2,2,0,0,29,4.0125732421875,Other,Other
gemini-pro-2.0 P1,gemini-pro-2.0 P6,0,2,0,19,1.25579833984375,Other,Other
gpt4o P10 T0.25,Negamax5 P10 T0.25,2,0,0,49,18.99753999710083,Other,Negamax5
gpt4o P4 T0.01,Neural Bot genomes/winne7.pkl,2,0,0,27,0.28703951835632324,Other,NeuralBot
o3-mini-high-search I3000,Negamax4 P8,0,2,0,31,11.318128108978271,Other,Negamax4
gpt4o P6 T0.1,Negamax5B P10 T0.1,0,0,2,84,12.162303924560547,Other,Negamax5B
gpt4o P8 T0.025,Negamax5B P12 T0.25,0,1,1,83,54.58666753768921,Other,Negamax5B
o3-mini-high-search I3000,LeChat P6,0,2,0,29,6.827154636383057,Other,Other
gpt4o P10 T0.025,gemini-flash-2.0 P6,2,0,0,51,11.035075902938843,Other,Other
gpt4o P4,gpt4o P8 T0.01,1,1,0,62,2.4099361896514893,Other,Other
gpt4o P1,Neural Bot winner_gen1000.pkl,1,1,0,20,0.3697628974914551,Other,NeuralBot
gpt4o P4 T0.1,Negamax5B P12 T0.25,1,0,1,83,56.648767709732056,Other,Negamax5B
gemini-flash-2.0 P6,gpt4o P2,1,1,0,50,2.3471462726593018,Other,Other
gemini-flash-2.0-thinking P6,Negamax4 P10,1,0,1,77,119.83606290817261,Other,Negamax4
gemini-flash-2.0 P1,Neural Bot genomes/winner8_gen300.pkl,0,2,0,15,0.006976604461669922,Other,NeuralBot
gpt4o P4,Negamax5B P10,0,0,2,84,9.563997745513916,Other,Negamax5B
o3-mini-high-search I7000,Negamax2 P8,0,2,0,33,12.840036630630493,Other,Negamax2
gpt4o P4,o3-mini-high-search I2000,2,0,0,31,7.202898979187012,Other,Other
gemini-pro-2.0 P6,claude3.7-sonnet-thinking P1,1,0,1,66,6.046767234802246,Other,Other
gpt4o P12 T0.1,Negamax5 P8 T0.01,2,0,0,57,50.01895070075989,Other,Negamax5
Gemma3 P2,Negamax4 P8 T0.1,0,2,0,31,3.1125850677490234,Other,Negamax4
gpt4o P10 T0.025,Negamax5 P2,1,0,1,75,10.036417961120605,Other,Negamax5
same.dev P6,gemini-pro-2.0 P8,1,1,0,40,17.55625557899475,Other,Other
QwQ P4,gpt4o P12 T0.025,2,0,0,47,30.455202341079712,Other,Other
gpt4o P8,Negamax5B P8 T0.25,0,2,0,79,3.451451063156128,Other,Negamax5B
gpt4o P1,Negamax3 P2,0,2,0,27,0.4744124412536621,Other,Negamax3
gpt4o P8 T0.01,Negamax5 P10 T0.01,2,0,0,61,9.873960971832275,Other,Negamax5
r1 T0.25,gpt4o P8 T0.1,0,2,0,51,28.02721858024597,Other,Other
gpt4o P12 T0.1,Neural Bot genomes/winner4_gen300.pkl,2,0,0,27,33.51894974708557,Other,NeuralBot
gemini-flash-2.0-thinking P4,o1 P6,1,0,1,65,7.19293212890625,Other,Other
gpt4o P12 T0.01,gpt4o P4 T0.01,0,2,0,49,20.626980781555176,Other,Other
claude3.7-sonnet-thinking P8,Negamax5 P4 T0.25,2,0,0,55,17.4545955657959,Other,Negamax5
claude3.7-sonnet-thinking P6,gpt4o P8 T0.025,1,1,0,78,9.572968006134033,Other,Other
claude3.7-sonnet P6,gpt4o P4 T0.1,2,0,0,53,9.468318700790405,Other,Other
o1 P4,claude3.7-sonnet-thinking P1,1,1,0,60,0.6926822662353516,Other,Other
same.dev P1,Neural Bot winner_gen1000.pkl,1,1,0,26,0.027905702590942383,Other,NeuralBot
same.dev P8,Negamax4 P4 T0.1,1,0,1,73,13.368269443511963,Other,Negamax4
gpt4o P12 T0.25,o3-mini-high-search I6000,2,0,0,29,53.2907919883728,Other,Other
gpt4o P8,Negamax5B P6 T0.025,0,1,1,79,2.0650906562805176,Other,Negamax5B
QwQ P6,gpt4o P6 T0.01,1,0,1,78,14.997816562652588,Other,Other
LeChat P2,Negamax5B P2,1,1,0,50,0.022922754287719727,Other,Negamax5B
gpt4o P12,gemini-flash-2.0-thinking P6,0,2,0,41,52.44960570335388,Other,Other
claude3.7-sonnet P6,gpt4o P12 T0.25,1,1,0,62,63.094704389572144,Other,Other
claude3.7-sonnet P1,Negamax4 P10,1,1,0,70,53.99195194244385,Other,Negamax4
LeChat P8,Negamax5B P12 T0.025,1,1,0,70,71.07998490333557,Other,Negamax5B
gpt4o P4 T0.1,Negamax4 P6 T0.1,2,0,0,63,4.66090989112854,Other,Negamax4
gpt4o P4 T0.1,Negamax5 P12 T0.25,1,0,1,81,53.60823678970337,Other,Negamax5
QwQ P1,Negamax5 P2,1,1,0,42,0.016942739486694336,Other,Negamax5
o3-mini-high P6,Negamax2 P8,2,0,0,51,16.525211811065674,Other,Negamax2
same.dev P2,Neural Bot genomes/winner3_gen1000.pkl,1,1,0,36,0.03986644744873047,Other,NeuralBot
o1 P4,Negamax5B P12 T0.01,0,2,0,65,42.97072243690491,Other,Negamax5B
gpt4o P4 T0.025,Neural Bot genomes/winner7_gen900.pkl,2,0,0,33,0.5850422382354736,Other,NeuralBot
same.dev P2,Negamax5B P10,0,1,1,66,9.021320104598999,Other,Negamax5B
LeChat P6,o1 P8,1,1,0,60,35.59839105606079,Other,Other
QwQ P6,Neural Bot winner_gen200.pkl,2,0,0,23,7.879141807556152,Other,NeuralBot
LeChat P10,o3-mini-high-search I2000,2,0,0,27,21.51949954032898,Other,Other
r1 T1,Negamax5 P10 T0.25,0,2,0,45,28.99448847770691,Other,Negamax5
o3-mini-high-search I7000,Neural Bot winner_gen200.pkl,2,0,0,45,6.785799264907837,Other,NeuralBot
gemini-pro-2.0 P4,Negamax5 P2,2,0,0,37,0.6159389019012451,Other,Negamax5
same.dev P4,Negamax4 P6 T0.1,1,1,0,62,0.6109557151794434,Other,Negamax4
Gemma3 P1,Negamax5B P6,0,2,0,51,0.360792875289917,Other,Negamax5B
same.dev P2,Neural Bot genomes/winner6_gen200.pkl,2,0,0,29,0.0069768428802490234,Other,NeuralBot
QwQ P2,Negamax5 P6 T0.25,2,0,0,67,0.5471692085266113,Other,Negamax5
gpt4o P4 T0.025,gemini-flash-2.0 P4,1,0,1,57,1.2089548110961914,Other,Other
gpt4o P6 T0.01,Negamax3 P2,1,0,1,70,0.6498258113861084,Other,Negamax3
o3-mini-high-search I1000,Negamax5 P8 T0.01,0,2,0,41,7.831662654876709,Other,Negamax5
o1 P4,Negamax5 P10 T0.01,0,0,2,84,15.727243900299072,Other,Negamax5
gpt4o P10 T0.1,Neural Bot genomes/winner3_gen800.pkl,2,0,0,33,6.350114583969116,Other,NeuralBot
LeChat P2,Negamax4 P4 T0.01,0,2,0,71,0.08870291709899902,Other,Negamax4
QwQ P1,Negamax5B P8,0,2,0,43,1.5647644996643066,Other,Negamax5B
gemini-pro-2.0 P6,Negamax4 P4 T0.25,2,0,0,53,4.601964473724365,Other,Negamax4
gpt4o P4 T0.025,Neural Bot genomes/checkpoint_gen200.pkl,2,0,0,19,0.39766931533813477,Other,NeuralBot
gpt4o P10,Neural Bot genomes/winner3_gen1000.pkl,2,0,0,37,7.169373035430908,Other,NeuralBot
claude3.7-sonnet P10,Neural Bot winner_gen700.pkl,2,0,0,23,3.5620815753936768,Other,NeuralBot
LeChat P8,Negamax5 P4,2,0,0,35,9.557382822036743,Other,Negamax5
same.dev P6,Negamax5B P10 T0.25,0,0,2,84,12.859838008880615,Other,Negamax5B
LeChat P6,Gemma3 P2,2,0,0,39,1.2388548851013184,Other,Other
gemini-flash-2.0 P6,Negamax4 P8 T0.01,0,2,0,65,7.679666042327881,Other,Negamax4
claude3.7-sonnet P2,Negamax4 P6 T0.025,1,1,0,58,8.982306957244873,Other,Negamax4
gpt4o P12 T0.025,gpt4o P10,0,2,0,75,32.35361099243164,Other,Other
Gemma3 P6,Negamax2 P6,0,2,0,35,2.205620050430298,Other,Negamax2
gpt4o P4 T0.01,o3-mini-high P4,1,1,0,62,1.3454978466033936,Other,Other
gpt4o P4 T0.01,Negamax5B P12 T0.025,0,0,2,84,53.48141527175903,Other,Negamax5B
r1 T0.025,Neural Bot winner_gen200.pkl,1,1,0,18,9.379478216171265,Other,NeuralBot
o3-mini-high-search I4000,Neural Bot genomes/winne7.pkl,2,0,0,41,6.0914342403411865,Other,NeuralBot
gpt4o P12 T0.25,claude3.7-sonnet P1,0,2,0,67,36.22646880149841,Other,Other
r1 T0.01,Default Bot,1,1,0,14,7.373146057128906,Other,DefaultBot
gpt4o P8 T0.1,Negamax4 P6 T0.01,1,1,0,44,4.138967514038086,Other,Negamax4
